hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
×Herorchiserapias fontanae (Rigo & Goiran) P.Delforge;Herorchis morio (L.) D.Tyteca & E.Klein;Serapias vomeracea (Burm.f.) Briq.;5952155;2808594;5314764
×Herorchiserapias garbariorum (Murr) P.Delforge;Herorchis picta (Loisel.) P.Delforge;Serapias vomeracea (Burm.f.) Briq.;5952147;5951460;5314764
×Herorchiserapias maura (Schrenk) P.Delforge;Herorchis champagneuxii (Barnéoud) D.Tyteca & E.Klein;Serapias ×neglecta Forest. ex Nyman;7880926;2808580;7689344
×Herorchiserapias rana (Frosch) P.Delforge;Herorchis longicornu (Poir.) D.Tyteca & E.Klein;Serapias lingua L.;7483451;2808568;5314814
×Herorchiserapias sonii (M.Hirth & H.Spaeth) P.Delforge;Herorchis picta (Loisel.) P.Delforge;Serapias orientalis (Greuter) H.Baumann & Künkele;5952154;5951460;5314779
×Hoffmanncattleya intermedia (F.E.L.Miranda) Chiron & V.P.Castro, 2002;Encyclia duveenii Pabst;Hoffmannseggella rupestris (Lindl.) V.P.Castro & Chiron;3652324;2827305;2812044
×Hoffmanncattleya lambari (Pabst) V.P.Castro & Chiron;Cattleya loddigesii Lindl.;Hoffmannseggella crispata (Thunb.) H.G.Jones;2782170;2801104;2812038
×Hoffmanncattleya odiloniana V.P.Castro & L.C.Menezes;Cattleya amethystoglossa Linden & Rchb.f. ex R.Warner;Hoffmannseggella pfisteri (Pabst & Senghas) V.P.Castro & Chiron;3652322;2800905;2812150
×Jankaeberlea panayotii Halda;Haberlea rhodopensis Friv.;Jankaea heldreichii (Boiss.) Boiss.;3820069;6365882;3820087
×Jankaemonda jurasekii Halda;Jankaea heldreichii (Boiss.) Boiss.;Ramonda serbica Pancic;10786130;3820087;6365085
×Jankaemonda stibicii Halda;Jankaea heldreichii (Boiss.) Boiss.;Ramonda nathaliae Pancic & Petrovic;10894549;3820087;6365090
×Jankaendron stevensiae Halda;Conandron ramondioides Siebold & Zucc.;Jankaea heldreichii (Boiss.) Boiss.;3820032;3824001;3820087
×Jankaessandra bluemelii Halda;Didissandra lanuginosa (Wall. ex A.DC.) C.B.Clarke;Jankaea heldreichii (Boiss.) Boiss.;3820008;3820279;3820087
×Jubautia splendens Hodel;Butia odorata (Barb.Rodr.) Noblick;Jubaea chilensis (Molina) Baill.;7359157;5950060;2735138
×Kalmiothamnus ornithomma Starling;Kalmiopsis leachiana (L.F.Hend.) Rehder;Rhodothamnus chamaecistus (L.) Rchb.;4164637;2882485;5684464
×Kunzspermum hirakimata W.Harris;Kunzea sinclairii (Kirk) W.Harris;Leptospermum scoparium Forst.;3717894;5419977;3181762
×Laeliocattleya lambari Pabst;Cattleya loddigesii Lindl.;Laelia flava Lindl.;2782171;2801104;5313247
×Laeliocattleya reginae Pabst;Cattleya elongata Barb.Rodr.;Laelia sincorana Schltr.;2782250;2800974;5313221
×Leontoroides kaiseri (Murr) B.Bock;Leontodon hispidus L.;Scorzoneroides pyrenaica (Gouan) Holub;7771995;3137498;3133504
×Leucopyrethrum rohlenae (Domin) Dostál;Leucanthemum vulgare Lam.;Pyrethrum corymbosum Kralik ex Ball, 1878;4245379;8848598;7940559
×Leydeum dutillyanum (Lepage) Barkworth;Hordeum jubatum DC., 1815;Leymus mollis (Trin.) Pilg.;4130632;7748129;2706373
×Leymotrigia pacifica Prob.;Elytrigia repens (L.) Nevski;Leymus mollis (Trin.) Pilg.;4135946;2706649;2706373
×Leymotrix ajanensis (J.J.Vassil.) Kharkev. & Prob.;Hystrix sibirica (Trautv.) Kuntze;Leymus interior (Hultén) Tzvelev;4135895;5679189;4130385
×Lycida mathiasiae (G.C.Kenn.) Oakeley;Ida locusta (Rchb.f.) A.Ryan & Oakeley;Lycaste macrophylla (Poepp. & Endl.) Lindl.;2830276;8074520;5313430
×Neotiaceras mattinatae Kohlmüller;Aceras anthropophorum (L.) R.Br.;Neotinea maculata (Desf.) Stearn;3649972;2849627;2812458
×Neotinacamptis durandii (Bréb.) B.Bock;Anacamptis pyramidalis (L.) Rich.;Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase;7609168;2808330;2812375
×Neotinacamptis franzonii (M.Schulze) B.Bock;Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase;Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase;8242774;2808461;2812375
×Neotinacamptis huteri (M.Schulze) B.Bock;Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase;Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase;7462973;2808565;2812392
×Neotinacamptis tremezzinae (G.Keller) B.Bock;Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase;Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase;7727174;2808461;2812392
×Neotinarhiza labbei (C.Bernard) B.Bock;Dactylorhiza maculata (L.) Soó;Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase;8154555;8179794;2812375
×Oncidesa francacesari (Campacci) J.M.H.Shaw, 2015;Gomesa mantiqueirensis (Campacci) J.M.H.Shaw;Oncidium warmingii Rchb.f.;10927388;7368159;5322199
×Orbelia barklyi (N.E.Br.) G.D.Rowley;Orbea namaquensis (N.E.Br.) L.C.Leach;Stapelia pulvinata Masson;3574621;3574981;7312028
×Orbeostemon leachii P.V.Heath;Gonostemon kwebensis (N.E.Br.) P.V.Heath;Orbeopsis caudata (N.E.Br.) L.C.Leach;3574460;3579929;7311992
×Orbeostemon tarantuloides (R.A.Dyer) P.V.Heath;Gonostemon giganteus (N.E.Br.) P.V.Heath;Orbeopsis caudata (N.E.Br.) L.C.Leach;3574450;7311716;7311992
×Orchidactyla castellanensis Balayer;Dactylorhiza sambucina var. laurentina (R.Bolòs ex Vayr.) Soó;Orchis mascula Alsch.;3655008;6314795;7577302
×Orchidactyla helvetica (Cif. & Giacom. ex Garay & H.R.Sweet) B.Bock;Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.;Orchis anthropophora (L.) All.;7738840;2810155;2849624
×Orchidactyla labbei C.Bernard;Dactylorhiza maculata (L.) Soó;Orchis ustulata L.;3654997;8179794;2812377
×Orchimantoglossum terraccianoi (E.G.Camus) B.Bock;Himantoglossum robertianum (Loisel.) P.Delforge;Orchis anthropophora (L.) All.;5950792;5324959;2849624
×Orchiplatanthera andreasii Kümpel;Orchis pallens L.;Platanthera chlorantha (Custer) Rchb.;8233430;2810078;2797913
×Orchiserapias anatolica Renz & Taubenheim;Orchis laxiflora Lam.;Serapias vomeracea subsp. orientalis Greuter;2813937;2808405;5314803
×Orchiserapias andaluciana B.Baumann & H.Baumann;Orchis coriophora subsp. fragrans (Pollini) K.Richt.;Serapias parviflora Parl.;2813929;2808495;5314849
×Orchiserapias cytherea B.Baumann & H.Baumann;Orchis papilionacea subsp. expansa (Ten.) J.F.Raynaud, 1985;Serapias orientalis subsp. moreana H.Baumann & R.Lorenz;2790425;2808651;5314790
×Orchiserapias dhiorii M.Ackermann & Mar.Ackermann;Orchis syriaca (E.G.Camus) Boiss. ex H.Baumann & Künkele;Serapias orientalis (Greuter) H.Baumann & Künkele;3654070;2808621;5314779
×Orchiserapias ducoroniae P.Delforge;Orchis picta Reinw. ex Lindl.;Serapias apulica (H.Baumann & Künkele) P.Delforge;2813981;8281185;5314751
×Orchiserapias erhardtiana K.Lorenz & R.Lorenz;Orchis morio subsp. caucasica (K.Koch) E.G.Camus;Serapias bergonii E.G.Camus;3654067;6314653;5314755
×Orchiserapias monfortensis De la Peña;Orchis morio L.;Serapias cordigera L.;11015720;2808566;5314725
×Orchiserapias myrtoa Kalop. & Aperghis;Orchis papilionacea L.;Serapias vomeracea subsp. laxiflora (Soó) Gölz & H.R.Reinhard;2813946;2808686;5314760
×Orchiserapias nelsoniana Bianco, D'Emerico, Medagli & Ruggiero;Orchis collina Banks & Sol.;Serapias parviflora Parl.;2813967;7422784;5314849
×Orchiserapias sonii M.Hirth & H.Spaeth;Orchis morio Ucria;Serapias orientalis subsp. carica H.Baumann & Künkele;3654060;7792969;5314796
×Ornithocidium roczonii Leinig;Oncidium riograndense Cogn.;Ornithophora radicans (Rchb.f.) Garay & Pabst;2839193;5322480;2839403
×Oryticum oryzoides C.P.Wang & S.H.Tang;Oryza sativa Hochst. ex Steud., 1853;Triticum aestivum L.;4110372;7969508;7795888
×Pachebergia apicicostata S.Arias & Terrazas;Backebergia militaris (Audot) Bravo ex Sánchez-Mej.;Pachycereus pecten-aboriginum (A.Berger) Britton & Rose;3951863;7548354;7282300
×Pachydopsis hortorum Heenan;Arabidopsis thaliana (L.) Heynh.;Pachycladon cheesemanii Heenan & A.D.Mitch.;3693131;3052436;5552489
×Paludomeulenia caccabaria (Verg.) P.Delforge;Paludorchis laxiflora (Lam.) P.Delforge;Vermeulenia papilionacea (L.) Á.Löve & D.Löve;5951455;5951480;2808674
×Paludorchiserapias mutata (E.G.Camus) P.Delforge;Paludorchis palustris (Jacq.) P.Delforge;Serapias neglecta De Not.;5952140;5951453;5314746
×Paludorchiserapias nouletii (Rouy) P.Delforge;Paludorchis laxiflora (Lam.) P.Delforge;Serapias cordigera L.;9462498;5951480;5314725
×Paludorchiserapias pisanensis (Godfery) P.Delforge;Paludorchis laxiflora (Lam.) P.Delforge;Serapias ×neglecta Forest. ex Nyman;5952144;5951480;7689344
×Paludorchiserapias rousii (Du Puy) P.Delforge;Paludorchis laxiflora (Lam.) P.Delforge;Serapias vomeracea (Burm.f.) Briq.;5952157;5951480;5314764
×Phyllodoleuria kamtschadalorum Halda;Loiseleuria procumbens (L.) Desv.;Phyllodoce caerulea (L.) Bab.;4175133;2883015;5333379
×Pleiopseudosasa simojaponica M.Kobay. & Kashiwagi;Pleioblastus simonii (Carrière) Nakai;Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino ex Nakai;10817080;2705962;7952471
×Polascontria huajuapensis Y.Cruz & S.Vázquez;Escontria chiotilla Rose;Polaskia chichipe (Gosselin) Backeb.;10724612;3941495;3957364
×Pseudanthera breadalbanensis McKean;Platanthera chlorantha (Custer) Rchb.;Pseudorchis albida (L.) Á.Löve & D.Löve;2791863;2797913;2787993
×Pseudorhiza albucina B.Bock;Dactylorhiza sambucina (L.) Soó;Pseudorchis albida (L.) Á.Löve & D.Löve;7799557;8231647;2787993
×Pseudorhiza foelscheorum M.Gerbaud & O.Gerbaud;Dactylorhiza lapponica (Laest. ex Hartm.) Soó;Pseudorchis albida (L.) Á.Löve & D.Löve;5306528;8044700;2787993
×Ramberlea kistlerae Halda;Haberlea rhodopensis Friv.;Ramonda myconi (L.) Rchb.;3818131;6365882;5588846
×Rathbunillocactus glassii P.V.Heath;Myrtillocactus geometrizans Console;Rathbunia dumortieri (Scheidw.) P.V.Heath;3953050;7279778;5623954
×Rhizanthera intermedia Bernacki;Dactylorhiza fuchsii subsp. fuchsii;Platanthera bifolia subsp. bifolia;2837200;7227960;7227747
×Rhizanthera martysiensis Balayer;Dactylorhiza fuchsii (Druce) Soó;Platanthera chlorantha (Custer) Rchb.;2837198;2810677;2797913
×Rhodoxis hybrida B.Mathew;Hypoxis parvula Baker;Rhodohypoxis baurii (Baker) Nel;2852735;2852926;2852603
×Schedolium krasanii H.Scholz;Lolium multiflorum Lam.;Schedonorus arundinaceus (Schreb.) Dumort.;4126608;4129708;8295011
×Schlumbergeranthus exoticus (Barthlott & Rauh) Doweld;Epiphyllanthus opuntioides (Loefgr. & Dusén) Moran;Schlumbergera truncata (Haw.) Moran;3943320;3946016;5383983
×Schombocattleya felix L.C.Menezes;Cattleya walkeriana Gardner;Schomburgkia crispa Lindl.;2801770;2800917;2819038
×Schombocattleya pernambucensis L.C.Menezes;Cattleya labiata Lindl.;Schomburgkia moyobambae Schltr.;2801768;2801162;2819050
×Sedirisia liukiuensis (Schltr.) J.M.H.Shaw;Luisia teres (Thunb.) Blume;Sedirea japonica (Rchb.f.) Garay & H.R.Sweet;2847731;5305854;2816529
×Serapicamptis maura (Schrenk) B.Bock;Anacamptis champagneuxii (Barnéoud) R.M.Bateman, Pridgeon & M.W.Chase;Serapias neglecta De Not.;7896888;2808579;5314746
×Serapicamptis portiferi Lumare & Medagli;Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase;Serapias parviflora Parl.;9554501;2808565;5314849
×Serapicamptis rana (Frosch) B.Bock;Anacamptis longicornu (Poir.) R.M.Bateman, Pridgeon & M.W.Chase;Serapias lingua L.;7370559;2808571;5314814
×Serapicamptis traverseriana S.Baumann;Anacamptis pyramidalis (L.) Rich.;Serapias vomeracea (Burm.f.) Briq.;8000297;2808330;5314764
×Serapimeulenia ligustica (E.G.Camus) P.Delforge;Serapias vomeracea (Burm.f.) Briq.;Vermeulenia papilionacea (L.) Á.Löve & D.Löve;5952151;5314764;2808674
×Serapimeulenia triloba (Viv.) P.Delforge;Serapias neglecta De Not.;Vermeulenia papilionacea (L.) Á.Löve & D.Löve;5952136;5314746;2808674
×Sinocalycalycanthus raulstonii F.T.Lass. & Fantz;Calycanthus floridus L.;Sinocalycanthus chinensis W.C.Cheng & S.Y.Chang;3915908;3034113;3915895
×Staparesia meintjesii (R.A.Dyer) G.D.Rowley;Stapelia gettliffei Pott-Leend.;Tavaresia barklyi (Dyer) N.E.Br.;3577323;8733331;5536598
×Stapvalia oskopensis D.M.Cumming;Duvalia caespitosa (Masson) Haw.;Stapelia engleriana Schltr.;10799592;7447416;3576448
×Taxodiomeria peizhongii Z.J.Ye, J.J.Zhang & S.H.Pan;Cryptomeria fortunei Otto & A.Dietr.;Taxodium mucronatum Ten.;3610687;7674753;2684192
×Thyrsocalamus liang Sungkaew & W.L.Goh;Dendrocalamus membranaceus Munro;Thyrsostachys siamensis Gamble;10754176;4145467;4124847
×Trichodentea atlantica (Dinter) P.V.Heath;Trichocaulon delaetianum Dinter;Tridentea ruschiana (Dinter) L.C.Leach;3581393;3581600;3581006
×Trisetokoeleria jurtzevii Prob.;Koeleria asiatica Domin;Trisetum spicatum (L.) K.Richt.;4114380;2705913;2704353
×Tritipyrum aaseae Curwen-McAdams, Arterburn, K.Murphy, X.W.Cai & S.S.Jones;Thinopyrum ponticum (Podp.) Barkworth & D.R.Dewey;Triticum aestivum L.;10806366;2704143;7795888
×Turbiniphora panarottoi Halda & Malina;Lophophora williamsii (Lem. ex Salm-Dyck) J.M.Coult.;Turbinicarpus schmiedickeanus var. panarottoi Ríha;3949361;5384220;6380326
Abies ×insignis Carrière ex Bailly;Abies nordmanniana (Steven) Spach;Abies pinsapo Boiss.;4938749;2685552;2685464
Acacia ×hanburyana F.Winter ex A.Berger;Acacia dealbata A.Cunn.;Acacia podalyriifolia A.Cunn. ex G.Don;8015283;7797712;2979014
Acacia undulata x a. elegans;Acacia elegans M.Martens & Galeotti;Acacia undulata Willd. ex H.L.Wendl.;11075503;2981056;2981267
Acalypha ×cristata Radcl.-Sm.;Acalypha ciliata Wall.;Acalypha fimbriata Schumach. & Thonn.;3056938;8006147;3056270
Acalypha ×koraensis Radcl.-Sm.;Acalypha crenata Hochst. ex A.Rich.;Acalypha indica L.;3056663;3056479;3056259
Acalypha ×malawiensis Radcl.-Sm.;Acalypha chirindica S.Moore;Acalypha ornata Hochst. ex A.Rich.;3057321;3056418;3056092
Acantholimon ×baubaschatense Lazkov;Acantholimon knorringianum Lincz.;Acantholimon ruprechtii Bunge;8321155;4089541;4090704
Acer ×conspicuum van Gelderen & H.J.Oterdoom;Acer davidii Franch.;Acer pensylvanicum L.;7399192;7262943;3189836
Acer ×freemanii A.E.Murray;Acer rubrum L.;Acer saccharinum L.;7379930;3189883;3189837
Acer ×jakelyanum Rottenst.;Acer campestre L.;Acer obtusatum Willd.;8392386;3189863;7100324
Acer ×koenighoferae Rottenst.;Acer obtusatum Willd.;Acer pseudoplatanus L.;8337444;7100324;3189870
Acer ×peronai Schwer.;Acer monspessulanum L.;Acer opalus Mill.;8249251;7262958;7100278
Acer ×senecaense Slavin;Acer leucoderme Small;Acer saccharum Marshall;3189862;3189849;3189859
Acer ×verhaegheanum Geerinck;Acer cappadocicum Gled.;Acer platanoides L.;8318562;7262908;3189846
Achillea ×albinea Bjelcic & Maly;Achillea abrotanoides (Vis.) Vis.;Achillea clavennae L.;3120298;3120350;3120117
Achillea ×bronchalensis Mateo, Fabado & C.Torres;Achillea odorata L.;Achillea tomentosa L.;4217002;7674113;7787053
Achillea ×illiczevskyi Tzvelev;Achillea collina Schur ex Nyman;Achillea micrantha M.Bieb., 1808;4216095;3120244;7640614
Achillea ×leptophylloides Tzvelev;Achillea leptophylla M.Bieb.;Achillea setacea Hegetschw., 1840;7442425;7863079;7397972
Achillea ×submicrantha Tzvelev;Achillea micrantha M.Bieb., 1808;Achillea setacea Hegetschw., 1840;3119998;7640614;7397972
Achillea ×subtaurica Tzvelev;Achillea setacea Hegetschw., 1840;Achillea taurica M.Bieb.;3120187;7397972;3120368
Achillea ×tzvelevii Mosyakin;Achillea leptophylla M.Bieb.;Achillea stepposa Klokov & Krytzka;10749836;7863079;3120015
Achillea degenii Vilmos;Achillea coarctata Poir.;Achillea crithmifolia Waldst. & Kit.;4216621;3120289;8059665
Achillea kraettliana Brügger;Achillea atrata L.;Achillea moschata Jacq., 1778;7696283;3120203;6063803
Achillea millefolium f. lanulosa;Achillea lanulosa Nutt.;Achillea millefolium L.;9685903;3120093;3120060
Aconitum ×bartokianum Starm.;Aconitum toxicum Rchb.;Aconitum variegatum L.;10875767;7846398;8090449
Aconitum ×bartokianum subsp. rapaicsianum Starm.;Aconitum toxicum subsp. crispulum (Nyár.) W.Mucher;Aconitum variegatum subsp. nasutum (Fischer ex Rchb.) Götz;10684458;3931079;7581680
Aconitum ×bartokianum subsp. sooanum Starm.;Aconitum toxicum subsp. toxicum;Aconitum variegatum subsp. variegatum;10831087;7277060;7276665
Aconitum ×bavaricum subsp. lusenense Starm.;Aconitum napellus subsp. lobelii W.Mucher;Aconitum plicatum Rchb.;3925780;3922750;7276774
Aconitum ×bujbense Stepanov;Aconitum sajanense Kuminova;Aconitum septentrionale Koelle;3926772;7276646;6374443
Aconitum ×dragulescuanum subsp. grintescuanum Starm.;Aconitum degenii subsp. degenii;Aconitum toxicum subsp. crispulum (Nyár.) W.Mucher;10898101;7276900;3931079
Aconitum ×dragulescuanum W.Mucher;Aconitum degenii Gáyer;Aconitum toxicum Rchb.;3924575;8295887;7846398
Aconitum ×lengyelii subsp. walasii Mitka;Aconitum firmum subsp. moravicum Skalický;Aconitum variegatum subsp. variegatum;3925739;3925422;7276665
Aconitum ×pawlowskii Mitka & Starm.;Aconitum lasiocarpum Rchb.;Aconitum variegatum L.;3922045;7277094;8090449
Aconitum ×teppneri subsp. goetzii Mucher ex Starm.;Aconitum napellus subsp. lobelii W.Mucher;Aconitum tauricum subsp. tauricum;3925667;3922750;3931214
Aconitum ×teppneri subsp. haderlappii Starm.;Aconitum napellus subsp. lobelii W.Mucher;Aconitum tauricum subsp. latemarense (Degen & Gáyer) Starm.;3925659;3922750;3931220
Aconitum ×teppneri subsp. kerneri Starm.;Aconitum napellus subsp. napellus;Aconitum tauricum subsp. latemarense (Degen & Gáyer) Starm.;3923970;7276912;3931220
Aconitum degenii x napellus;Aconitum degenii Gáyer;Aconitum napellus L.;10623823;8295887;3033665
Aconitum lengyeli Gáyer;Aconitum firmum Rchb.;Aconitum gracile (Rchb.) Rchb. ex Gáyer;3923613;7277348;3925000
Aconitum lycoctonum nothosubsp. spetanum Starm., 2001;Aconitum lycoctonum subsp. lycoctonum;Aconitum lycoctonum subsp. vulparia (Rchb.) Nyman;3925733;7226686;3923253
Aconitum napellus subsp. angustifolium (Bernh. ex Rchb.) Gáyer;Aconitum angustifolium Bernh. ex Rchb.;Aconitum napellus L.;11961224;3927315;3033665
Aconitum napellus var. paniculatum Regel;Aconitum napellus L.;Aconitum paniculatum Lam.;7548227;3033665;7276809
Aconitum napellus x pilipes;Aconitum napellus L.;Aconitum pilipes (Rchb.) Gáyer;10420226;3033665;7730898
Aconitum pilipes x tauricum;Aconitum pilipes (Rchb.) Gáyer;Aconitum tauricum Wulfen;10263068;7730898;7278285
Aconitum pilipes x variegatum;Aconitum pilipes (Rchb.) Gáyer;Aconitum variegatum L.;10414332;7730898;8090449
Aconitum plicatum x variegatum;Aconitum plicatum Rchb.;Aconitum variegatum L.;10024983;7276774;8090449
Aconitum tauricum x variegatum;Aconitum tauricum Wulfen;Aconitum variegatum L.;10227341;7278285;8090449
Actaea ×ludovici B.Boivin;Actaea pachypoda Elliott;Actaea rubra (Aiton) Willd.;5371703;5371705;5371704
Adenanthos ×pamela E.C.Nelson;Adenanthos detmoldii F.Muell.;Adenanthos obovatus Labill.;3996554;3996902;3996576
Adenocarpus ×subdecorticans Humbert & Maire;Adenocarpus decorticans Boiss.;Adenocarpus intermedius var. tazzekanus Humbert & Maire;3970510;2951626;8743298
Adenocarpus complicatus subsp. lainzii Castrov.;Adenocarpus complicatus (L.) J.Gay;Adenocarpus lainzii (Castrov.) Castrov.;3970618;2951647;3970553
Adenostyles alliariae x alpina;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles alpina (L.) Bluff & Fingerh.;10635041;3133702;3133705
Adenostyles alliariae x glabra;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles glabra (Mill.) DC.;10049429;3133702;3133738
Adenostyles alpina var. leucophylla (Willd.) Fiori, 1903;Adenostyles alpina (L.) Bluff & Fingerh.;Adenostyles leucophylla (Willd.) Rchb.;6291757;3133705;3133716
Adiantum ×ailaoshanense Y.H.Yan & Ying Wang;Adiantum menglianense Y.Y.Qian;Adiantum sinicum Ching;8458209;3747853;3748611
Adiantum ×janzenianum A.Rojas & C.Herrera;Adiantum concinnum Humb. & Bonpl. ex Willd.;Adiantum deflectens Mart.;7918170;2651835;7335373
Adiantum ×moranii J.Prado;Adiantum humile Kunze;Adiantum petiolatum Desv.;7496093;3749246;2651824
Adiantum caudatum var. hirsutum (Bory) Bonap.;Adiantum caudatum L.;Adiantum hirsutum Bory;7566074;2651833;2651830
Aegilops ×insulae-cypri H.Scholz;Aegilops geniculata Fig. & De Not.;Aegilops peregrina (Hack.) Melderis;5677948;7781127;8002193
Aeonium ×afurense Arango;Aeonium ciliatum (Willd.) Webb & Berthel.;Aeonium lindleyi Webb & Berthel.;10679454;7334108;7334043
Aeonium ×aguajilvense Bañares;Aeonium castello-paivae Bolle;Aeonium gomerense (Praeger) Praeger;4200659;4198396;4198135
Aeonium ×anagense P.V.Heath;Aeonium lindleyi Webb & Berthel.;Aeonium tabuliforme (Haw.) Webb & Berthel.;4200641;7334043;4197551
Aeonium ×beltranii Bañares;Aeonium decorum Webb ex Bolle;Aeonium subplanum Praeger;9013049;7334101;4197579
Aeonium ×bornmuelleri Bañares;Aeonium canariense subsp. canariense;Aeonium urbicum subsp. urbicum;4198533;7334121;8972728
Aeonium ×bravoanum Bramwell & G.D.Rowley ex Bañares, 2015;Aeonium castello-paivae Bolle;Aeonium viscatum Webb ex Bolle;11073796;4198396;4197417
Aeonium ×cabrerae Bañares;Aeonium diplocyclum (Webb ex Bolle) T.Mes;Aeonium spathulatum (Hornem.) Praeger;11085258;4198275;4197615
Aeonium ×castellodecorum Bañares;Aeonium castello-paivae Bolle;Aeonium decorum Webb ex Bolle;9035376;4198396;7334101
Aeonium ×cilifolium Bañares;Aeonium ciliatum (Willd.) Webb & Berthel.;Aeonium sedifolium (Webb ex Bolle) Pit. & Proust;8942339;7334108;4197642
Aeonium ×claperae Arango;Aeonium pseudourbicum Bañares;Aeonium spathulatum (Hornem.) Praeger;10892877;4197706;4197615
