verbatim;source;edited;type;edited2;usageKey;acceptedUsageKey;parent1;parent2;parent1_usageKey;parent1_acceptedUsageKey;parent2_usageKey;parent2_acceptedUsageKey
Ophrys araneola × sphegodes;florkart;Ophrys araneola × sphegodes;formula;Ophrys araneola × sphegodes;NA;NA;Ophrys araneola;Ophrys sphegodes;9087404;9087404;2793334;2793334
Ophrys holoserica × sphegodes;florkart;Ophrys holoserica × sphegodes;formula;Ophrys holoserica × sphegodes;10092793;10092793;Ophrys holoserica;Ophrys sphegodes;8922104;2792998;2793334;2793334
Ophrys insectifera × sphegodes;florkart;Ophrys insectifera × sphegodes;formula;Ophrys insectifera × sphegodes;10101745;10101745;Ophrys insectifera;Ophrys sphegodes;2792588;2792588;2793334;2793334
Orchis pallens × Platanthera montana;florkart;Orchis pallens × Platanthera montana;formula;Orchis pallens × Platanthera montana;NA;NA;Orchis pallens;Platanthera montana;2810078;2810078;2797917;2797913
Orchis anthropophora × purpurea;florkart;Orchis anthropophora × purpurea;formula;Orchis anthropophora × purpurea;NA;NA;Orchis anthropophora;Orchis purpurea;2849624;2849624;8794742;8794742
Orchis anthropophora × simia;florkart;Orchis anthropophora × simia;formula;Orchis anthropophora × simia;NA;NA;Orchis anthropophora;Orchis simia;2849624;2849624;2812415;2812415
Orchis militaris × simia;florkart;Orchis militaris × simia;formula;Orchis militaris × simia;NA;NA;Orchis militaris;Orchis simia;2809968;2809968;2812415;2812415
Orchis militaris × purpurea;florkart;Orchis militaris × purpurea;formula;Orchis militaris × purpurea;10243708;10243708;Orchis militaris;Orchis purpurea;2809968;2809968;8794742;8794742
Orchis mascula × pallens;florkart;Orchis mascula × pallens;formula;Orchis mascula × pallens;10044295;10044295;Orchis mascula;Orchis pallens;2849427;2849427;2810078;2810078
Orchis purpurea × tridentata;florkart;Orchis purpurea × tridentata;formula;Orchis purpurea × tridentata;NA;NA;Orchis purpurea;Orchis tridentata;8794742;8794742;NA;NA
Orchis anthropophora × militaris;florkart;Orchis anthropophora × militaris;formula;Orchis anthropophora × militaris;10878396;10878396;Orchis anthropophora;Orchis militaris;2849624;2849624;2809968;2809968
Ornithopus compressus × sativus;florkart;Ornithopus compressus × sativus;formula;Ornithopus compressus × sativus;NA;NA;Ornithopus compressus;Ornithopus sativus;5358265;5358265;5358266;5358266
Chenopodium glaucum × rubrum;florkart;Chenopodium glaucum × rubrum;formula;Chenopodium glaucum × rubrum;NA;NA;Chenopodium glaucum;Chenopodium rubrum;3083930;8290282;NA;NA
Papaver argemone × dubium;florkart;Papaver argemone × dubium;formula;Papaver argemone × dubium;9825608;9825608;Papaver argemone;Papaver dubium;2888445;5531435;2888464;2888464
Papaver rhoeas × somniferum;florkart;Papaver rhoeas × somniferum;formula;Papaver rhoeas × somniferum;NA;NA;Papaver rhoeas;Papaver somniferum;2888443;2888443;2888439;2888439
Inula × media M. Bieb.;florkart;Inula × media M. Bieb.;name;Inula ×media M. Bieb.;NA;NA;NA;NA;NA;NA;NA;NA
Persicaria maculosa × minor;florkart;Persicaria maculosa × minor;formula;Persicaria maculosa × minor;10636214;10636214;Persicaria maculosa;Persicaria minor;6391194;6391194;6391150;6391150
Persicaria × condensata (F. W. Schultz) Soják;florkart;Persicaria × condensata (F. W. Schultz) Soják;name;Persicaria ×condensata (F. W. Schultz) Soják;8392176;8392176;NA;NA;NA;NA;NA;NA
Aronia × prunifolia (Marshall) Rehder;florkart;Aronia × prunifolia (Marshall) Rehder;name;Aronia ×prunifolia (Marshall) Rehder;5363613;5364001;NA;NA;NA;NA;NA;NA
Phyteuma ovatum × spicatum;florkart;Phyteuma ovatum × spicatum;formula;Phyteuma ovatum × spicatum;10445680;10445680;Phyteuma ovatum;Phyteuma spicatum;3166757;3166757;3166841;3166841
Phyteuma orbiculare × spicatum;florkart;Phyteuma orbiculare × spicatum;formula;Phyteuma orbiculare × spicatum;9993947;9993947;Phyteuma orbiculare;Phyteuma spicatum;3166655;3166655;3166841;3166841
Hieracium pilosella × zizianum;florkart;Hieracium pilosella × zizianum;formula;Hieracium pilosella × zizianum;NA;NA;Hieracium pilosella;Hieracium zizianum;3136365;9458333;3123023;6300759
Hieracium pilosella × piloselloides;florkart;Hieracium pilosella × piloselloides;formula;Hieracium pilosella × piloselloides;NA;NA;Hieracium pilosella;Hieracium piloselloides;3136365;9458333;7792079;7792079
Hieracium aurantiacum × piloselloides;florkart;Hieracium aurantiacum × piloselloides;formula;Hieracium aurantiacum × piloselloides;NA;NA;Hieracium aurantiacum;Hieracium piloselloides;3136120;7222674;7792079;7792079
Pimpinella major × saxifraga;florkart;Pimpinella major × saxifraga;formula;Pimpinella major × saxifraga;10554125;10554125;Pimpinella major;Pimpinella saxifraga;5371874;5371874;7622278;7622278
Plantago lanceolata × media;florkart;Plantago lanceolata × media;formula;Plantago lanceolata × media;10552952;10552952;Plantago lanceolata;Plantago media;8208358;8208358;3189747;3189747
Plantago major × media;florkart;Plantago major × media;formula;Plantago major × media;NA;NA;Plantago major;Plantago media;3189767;3189767;3189747;3189747
Platanus × hispanica Mill. ex Münchh.;florkart;Platanus × hispanica Mill. ex Münchh.;name;Platanus ×hispanica Mill. ex Münchh.;7400250;7400250;NA;NA;NA;NA;NA;NA
Poa angustifolia × humilis;florkart;Poa angustifolia × humilis;formula;Poa angustifolia × humilis;NA;NA;Poa angustifolia;Poa humilis;4128839;4128839;4120665;4120665
Poa angustifolia × pratensis;florkart;Poa angustifolia × pratensis;formula;Poa angustifolia × pratensis;NA;NA;Poa angustifolia;Poa pratensis;4128839;4128839;2704178;2704178
Poa compressa × pratensis;florkart;Poa compressa × pratensis;formula;Poa compressa × pratensis;NA;NA;Poa compressa;Poa pratensis;2704265;2704265;2704178;2704178
Poa annua × supina;florkart;Poa annua × supina;formula;Poa annua × supina;9954420;9954420;Poa annua;Poa supina;2704179;2704179;2704322;2704322
Polypodium interjectum × vulgare;florkart;Polypodium interjectum × vulgare;formula;Polypodium interjectum × vulgare;10650260;10650260;Polypodium interjectum;Polypodium vulgare;5649577;5649577;5274951;5274951
Polystichum aculeatum × lonchitis;florkart;Polystichum aculeatum × lonchitis;formula;Polystichum aculeatum × lonchitis;9742492;9742492;Polystichum aculeatum;Polystichum lonchitis;7319269;7319269;2651113;2651113
Polystichum aculeatum × setiferum;florkart;Polystichum aculeatum × setiferum;formula;Polystichum aculeatum × setiferum;NA;NA;Polystichum aculeatum;Polystichum setiferum;7319269;7319269;4044517;4044517
Polystichum × luerssenii (Dörfl.) Hahne;florkart;Polystichum × luerssenii (Dörfl.) Hahne;name;Polystichum ×luerssenii (Dörfl.) Hahne;4046487;4046487;NA;NA;NA;NA;NA;NA
Populus balsamifera × trichocarpa;florkart;Populus balsamifera × trichocarpa;formula;Populus balsamifera × trichocarpa;NA;NA;Populus balsamifera;Populus trichocarpa;3040184;3040184;6362904;6362904
Populus maximowiczii × trichocarpa;florkart;Populus maximowiczii × trichocarpa;formula;Populus maximowiczii × trichocarpa;10517110;10517110;Populus maximowiczii;Populus trichocarpa;3803497;3803497;6362904;6362904
Potamogeton alpinus × crispus;florkart;Potamogeton alpinus × crispus;formula;Potamogeton alpinus × crispus;10343143;10343143;Potamogeton alpinus;Potamogeton crispus;5301175;5301175;5301162;5301162
Potamogeton alpinus × polygonifolius;florkart;Potamogeton alpinus × polygonifolius;formula;Potamogeton alpinus × polygonifolius;9797525;9797525;Potamogeton alpinus;Potamogeton polygonifolius;5301175;5301175;5301226;5301226
Potamogeton crispus × obtusifolius;florkart;Potamogeton crispus × obtusifolius;formula;Potamogeton crispus × obtusifolius;NA;NA;Potamogeton crispus;Potamogeton obtusifolius;5301162;5301162;5301231;5301231
Potamogeton crispus × praelongus;florkart;Potamogeton crispus × praelongus;formula;Potamogeton crispus × praelongus;9934921;9934921;Potamogeton crispus;Potamogeton praelongus;5301162;5301162;5301213;5301213
Potamogeton lucens × natans;florkart;Potamogeton lucens × natans;formula;Potamogeton lucens × natans;9668359;9668359;Potamogeton lucens;Potamogeton natans;5301141;5301141;5301147;5301147
Potamogeton lucens × polygonifolius;florkart;Potamogeton lucens × polygonifolius;formula;Potamogeton lucens × polygonifolius;NA;NA;Potamogeton lucens;Potamogeton polygonifolius;5301141;5301141;5301226;5301226
Potamogeton lucens × praelongus;florkart;Potamogeton lucens × praelongus;formula;Potamogeton lucens × praelongus;10307461;10307461;Potamogeton lucens;Potamogeton praelongus;5301141;5301141;5301213;5301213
Potamogeton perfoliatus × praelongus;florkart;Potamogeton perfoliatus × praelongus;formula;Potamogeton perfoliatus × praelongus;10411394;10411394;Potamogeton perfoliatus;Potamogeton praelongus;5301200;5301200;5301213;5301213
Potentilla anglica × reptans;florkart;Potentilla anglica × reptans;formula;Potentilla anglica × reptans;10158760;10158760;Potentilla anglica;Potentilla reptans;5365283;5365283;5367273;5367273
Potentilla × aurulenta Gremli;florkart;Potentilla × aurulenta Gremli;name;Potentilla ×aurulenta Gremli;5367580;5367580;NA;NA;NA;NA;NA;NA
Potentilla heptaphylla × incana;florkart;Potentilla heptaphylla × incana;formula;Potentilla heptaphylla × incana;10065710;10065710;Potentilla heptaphylla;Potentilla incana;5366112;5366112;7953041;7953041
Potentilla heptaphylla × subarenaria;florkart;Potentilla heptaphylla × subarenaria;formula;Potentilla heptaphylla × subarenaria;10421413;10421413;Potentilla heptaphylla;Potentilla subarenaria;5366112;5366112;5365333;5365333
Potentilla erecta × reptans;florkart;Potentilla erecta × reptans;formula;Potentilla erecta × reptans;9867426;9867426;Potentilla erecta;Potentilla reptans;5365576;5365576;5367273;5367273
Potentilla norvegica × supina;florkart;Potentilla norvegica × supina;formula;Potentilla norvegica × supina;NA;NA;Potentilla norvegica;Potentilla supina;5365305;5365305;5366090;5366090
Primula elatior × veris;florkart;Primula elatior × veris;formula;Primula elatior × veris;10484434;10484434;Primula elatior;Primula veris;5414326;5414326;8377689;8377689
Prunella grandiflora × laciniata;florkart;Prunella grandiflora × laciniata;formula;Prunella grandiflora × laciniata;10134910;10134910;Prunella grandiflora;Prunella laciniata;7666664;7666664;5341296;5341296
Prunella laciniata × vulgaris;florkart;Prunella laciniata × vulgaris;formula;Prunella laciniata × vulgaris;9891312;9891312;Prunella laciniata;Prunella vulgaris;5341296;5341296;5341297;5341297
Prunella grandiflora × vulgaris;florkart;Prunella grandiflora × vulgaris;formula;Prunella grandiflora × vulgaris;10237981;10237981;Prunella grandiflora;Prunella vulgaris;7666664;7666664;5341297;5341297
Prunus avium × cerasus;florkart;Prunus avium × cerasus;formula;Prunus avium × cerasus;10662250;10662250;Prunus avium;Prunus cerasus;3020791;3020791;3021922;3021922
Prunus cerasifera × domestica;florkart;Prunus cerasifera × domestica;formula;Prunus cerasifera × domestica;NA;NA;Prunus cerasifera;Prunus domestica;3021730;3021730;7931731;7931731
Prunus × eminens Beck;florkart;Prunus × eminens Beck;name;Prunus ×eminens Beck;3021135;3021135;NA;NA;NA;NA;NA;NA
Pulmonaria collina × obscura;florkart;Pulmonaria collina × obscura;formula;Pulmonaria collina × obscura;NA;NA;Pulmonaria collina;Pulmonaria obscura;5660551;5660551;5439925;5439925
Pulmonaria collina × officinalis;florkart;Pulmonaria collina × officinalis;formula;Pulmonaria collina × officinalis;10339470;10339470;Pulmonaria collina;Pulmonaria officinalis;5660551;5660551;5341204;5341204
Pulmonaria angustifolia × officinalis;florkart;Pulmonaria angustifolia × officinalis;formula;Pulmonaria angustifolia × officinalis;NA;NA;Pulmonaria angustifolia;Pulmonaria officinalis;5660569;5660569;5341204;5341204
Pulmonaria angustifolia × obscura;florkart;Pulmonaria angustifolia × obscura;formula;Pulmonaria angustifolia × obscura;9948821;9948821;Pulmonaria angustifolia;Pulmonaria obscura;5660569;5660569;5439925;5439925
Pulsatilla patens × vernalis;florkart;Pulsatilla patens × vernalis;formula;Pulsatilla patens × vernalis;9669155;9669155;Pulsatilla patens;Pulsatilla vernalis;3033623;3033623;3928615;3928615
Pulsatilla pratensis × vernalis;florkart;Pulsatilla pratensis × vernalis;formula;Pulsatilla pratensis × vernalis;10149591;10149591;Pulsatilla pratensis;Pulsatilla vernalis;7277878;7277878;3928615;3928615
Pulsatilla pratensis × vulgaris;florkart;Pulsatilla pratensis × vulgaris;formula;Pulsatilla pratensis × vulgaris;NA;NA;Pulsatilla pratensis;Pulsatilla vulgaris;7277878;7277878;3033621;3033621
