verbatim;source;edited;type;parent
Carex × prolixa Fr.;florkart;Carex ×prolixa Fr.;name;NA
Carex otrubae × remota;florkart;Carex otrubae × remota;formula;Carex otrubae
Carex otrubae × remota;florkart;Carex otrubae × remota;formula;Carex remota
Carex remota × vulpina;florkart;Carex remota × vulpina;formula;Carex remota
Carex remota × vulpina;florkart;Carex remota × vulpina;formula;Carex vulpina
Carex riparia × vesicaria;florkart;Carex riparia × vesicaria;formula;Carex riparia
Carex riparia × vesicaria;florkart;Carex riparia × vesicaria;formula;Carex vesicaria
Carex appropinquata × paniculata;florkart;Carex appropinquata × paniculata;formula;Carex appropinquata
Carex appropinquata × paniculata;florkart;Carex appropinquata × paniculata;formula;Carex paniculata
Carex × senayana Soó;florkart;Carex ×senayana Soó;name;NA
Carex acutiformis × riparia;florkart;Carex acutiformis × riparia;formula;Carex acutiformis
Carex acutiformis × riparia;florkart;Carex acutiformis × riparia;formula;Carex riparia
Carex strictiformis (Almq.) C. G. H. Thed. ex Kük.;florkart;Carex strictiformis (Almq.) C. G. H. Thed. ex Kük.;formula;NA
Carex turfosa Fr.;florkart;Carex turfosa Fr.;formula;NA
Carex acuta × buekii;florkart;Carex acuta × buekii;formula;Carex acuta
Carex acuta × buekii;florkart;Carex acuta × buekii;formula;Carex buekii
Carex × xanthocarpa Degl.;florkart;Carex ×xanthocarpa Degl.;name;NA
Caryopteris × clandonensis Rehder;florkart;Caryopteris ×clandonensis Rehder;name;NA
Centaurea jacea × stoebe;florkart;Centaurea jacea × stoebe;formula;Centaurea jacea
Centaurea jacea × stoebe;florkart;Centaurea jacea × stoebe;formula;Centaurea stoebe
Centaurea diffusa × thuillieri;florkart;Centaurea diffusa × thuillieri;formula;Centaurea diffusa
Centaurea diffusa × thuillieri;florkart;Centaurea diffusa × thuillieri;formula;Centaurea thuillieri
Centaurea jacea × nigra;florkart;Centaurea jacea × nigra;formula;Centaurea jacea
Centaurea jacea × nigra;florkart;Centaurea jacea × nigra;formula;Centaurea nigra
Centaurea jacea × C. nigra subsp. nemoralis;florkart;Centaurea jacea × C. nigra subsp. nemoralis;formula;Centaurea jacea
Centaurea jacea × C. nigra subsp. nemoralis;florkart;Centaurea jacea × C. nigra subsp. nemoralis;formula;Centaurea  nigra subsp. nemoralis
Centaurea jacea × pannonica;florkart;Centaurea jacea × pannonica;formula;Centaurea jacea
Centaurea jacea × pannonica;florkart;Centaurea jacea × pannonica;formula;Centaurea pannonica
Centaurea jacea × scabiosa;florkart;Centaurea jacea × scabiosa;formula;Centaurea jacea
Centaurea jacea × scabiosa;florkart;Centaurea jacea × scabiosa;formula;Centaurea scabiosa
Centaurea jacea × solstitialis;florkart;Centaurea jacea × solstitialis;formula;Centaurea jacea
Centaurea jacea × solstitialis;florkart;Centaurea jacea × solstitialis;formula;Centaurea solstitialis
Centaurea jacea subsp. jacea × C. jacea subsp. decipiens;florkart;Centaurea jacea subsp. jacea × C. jacea subsp. decipiens;formula;Centaurea jacea subsp. jacea
Centaurea jacea subsp. jacea × C. jacea subsp. decipiens;florkart;Centaurea jacea subsp. jacea × C. jacea subsp. decipiens;formula;Centaurea  jacea subsp. decipiens
Centaurea nemoralis × pseudophrygia;florkart;Centaurea nemoralis × pseudophrygia;formula;Centaurea nemoralis
Centaurea nemoralis × pseudophrygia;florkart;Centaurea nemoralis × pseudophrygia;formula;Centaurea pseudophrygia
Centaurea nigrescens × thuillieri;florkart;Centaurea nigrescens × thuillieri;formula;Centaurea nigrescens
Centaurea nigrescens × thuillieri;florkart;Centaurea nigrescens × thuillieri;formula;Centaurea thuillieri
Centaurea psammogena Gáyer;florkart;Centaurea psammogena Gáyer;formula;NA
Centaurea pseudophrygia × thuillieri;florkart;Centaurea pseudophrygia × thuillieri;formula;Centaurea pseudophrygia
Centaurea pseudophrygia × thuillieri;florkart;Centaurea pseudophrygia × thuillieri;formula;Centaurea thuillieri
Centaurium littorale × pulchellum;florkart;Centaurium littorale × pulchellum;formula;Centaurium littorale
Centaurium littorale × pulchellum;florkart;Centaurium littorale × pulchellum;formula;Centaurium pulchellum
Cephalanthera × schulzei;florkart;Cephalanthera ×schulzei;name;NA
Cerastium arvense × holosteoides;florkart;Cerastium arvense × holosteoides;formula;Cerastium arvense
Cerastium arvense × holosteoides;florkart;Cerastium arvense × holosteoides;formula;Cerastium holosteoides
Cerastium brachypetalum × holosteoides;florkart;Cerastium brachypetalum × holosteoides;formula;Cerastium brachypetalum
Cerastium brachypetalum × holosteoides;florkart;Cerastium brachypetalum × holosteoides;formula;Cerastium holosteoides
Cerastium glomeratum × holosteoides;florkart;Cerastium glomeratum × holosteoides;formula;Cerastium glomeratum
Cerastium glomeratum × holosteoides;florkart;Cerastium glomeratum × holosteoides;formula;Cerastium holosteoides
Cerastium × maureri M. Schulze;florkart;Cerastium ×maureri M. Schulze;name;NA
Chaenomeles × superba (Frahm) Rehder;florkart;Chaenomeles ×superba (Frahm) Rehder;name;NA
Chenopodium album × opulifolium;florkart;Chenopodium album × opulifolium;formula;Chenopodium album
Chenopodium album × opulifolium;florkart;Chenopodium album × opulifolium;formula;Chenopodium opulifolium
Chenopodium borbasioides;florkart;Chenopodium borbasioides;formula;NA
Chenopodium album × ficifolium;florkart;Chenopodium album × ficifolium;formula;Chenopodium album
Chenopodium album × ficifolium;florkart;Chenopodium album × ficifolium;formula;Chenopodium ficifolium
Chrysanthemum grandiflorum;florkart;Chrysanthemum grandiflorum;formula;NA
Circaea intermedia Ehrh.;florkart;Circaea intermedia Ehrh.;formula;NA
Cirsium acaulon × arvense × oleraceum;florkart;Cirsium acaulon × arvense × oleraceum;formula;Cirsium acaulon
Cirsium acaulon × arvense × oleraceum;florkart;Cirsium acaulon × arvense × oleraceum;formula;Cirsium arvense
Cirsium acaulon × arvense × oleraceum;florkart;Cirsium acaulon × arvense × oleraceum;formula;Cirsium oleraceum
Cirsium acaulon × eriophorum;florkart;Cirsium acaulon × eriophorum;formula;Cirsium acaulon
Cirsium acaulon × eriophorum;florkart;Cirsium acaulon × eriophorum;formula;Cirsium eriophorum
Cirsium acaulon × oleraceum × palustre;florkart;Cirsium acaulon × oleraceum × palustre;formula;Cirsium acaulon
Cirsium acaulon × oleraceum × palustre;florkart;Cirsium acaulon × oleraceum × palustre;formula;Cirsium oleraceum
Cirsium acaulon × oleraceum × palustre;florkart;Cirsium acaulon × oleraceum × palustre;formula;Cirsium palustre
Cirsium acaulon × oleraceum × tuberosum;florkart;Cirsium acaulon × oleraceum × tuberosum;formula;Cirsium acaulon
Cirsium acaulon × oleraceum × tuberosum;florkart;Cirsium acaulon × oleraceum × tuberosum;formula;Cirsium oleraceum
Cirsium acaulon × oleraceum × tuberosum;florkart;Cirsium acaulon × oleraceum × tuberosum;formula;Cirsium tuberosum
Cirsium acaulon × palustre × tuberosum;florkart;Cirsium acaulon × palustre × tuberosum;formula;Cirsium acaulon
Cirsium acaulon × palustre × tuberosum;florkart;Cirsium acaulon × palustre × tuberosum;formula;Cirsium palustre
Cirsium acaulon × palustre × tuberosum;florkart;Cirsium acaulon × palustre × tuberosum;formula;Cirsium tuberosum
Cirsium × affine Tausch;florkart;Cirsium ×affine Tausch;name;NA
Cirsium × celakovskyanum Knaf;florkart;Cirsium ×celakovskyanum Knaf;name;NA
Cirsium × bipontinum F. W. Schultz;florkart;Cirsium ×bipontinum F. W. Schultz;name;NA
Cirsium acaulon × arvense;florkart;Cirsium acaulon × arvense;formula;Cirsium acaulon
Cirsium acaulon × arvense;florkart;Cirsium acaulon × arvense;formula;Cirsium arvense
Cirsium × dominii M. Schulze;florkart;Cirsium ×dominii M. Schulze;name;NA
Cirsium eriophorum × tuberosum;florkart;Cirsium eriophorum × tuberosum;formula;Cirsium eriophorum
Cirsium eriophorum × tuberosum;florkart;Cirsium eriophorum × tuberosum;formula;Cirsium tuberosum
Cirsium erisithales × spinosissimum (Jacq.) Scop.;florkart;Cirsium erisithales × spinosissimum (Jacq.) Scop.;formula;Cirsium erisithales
Cirsium erisithales × spinosissimum (Jacq.) Scop.;florkart;Cirsium erisithales × spinosissimum (Jacq.) Scop.;formula;Cirsium spinosissimum (Jacq.) Scop.
Cirsium erisithales × rivulare;florkart;Cirsium erisithales × rivulare;formula;Cirsium erisithales
Cirsium erisithales × rivulare;florkart;Cirsium erisithales × rivulare;formula;Cirsium rivulare
Cirsium × erucagineum DC.;florkart;Cirsium ×erucagineum DC.;name;NA
Cirsium × gerhardtii Sch. Bip.;florkart;Cirsium ×gerhardtii Sch. Bip.;name;NA
Cirsium oleraceum × palustre;florkart;Cirsium oleraceum × palustre;formula;Cirsium oleraceum
Cirsium oleraceum × palustre;florkart;Cirsium oleraceum × palustre;formula;Cirsium palustre
Cirsium × kirschlegeri C. H. Schultz;florkart;Cirsium ×kirschlegeri C. H. Schultz;name;NA
Cirsium × braunii F. W. Schultz;florkart;Cirsium ×braunii F. W. Schultz;name;NA
Cirsium oleraceum × oleraceum × tuberosum;florkart;Cirsium oleraceum × oleraceum × tuberosum;formula;Cirsium oleraceum
Cirsium oleraceum × oleraceum × tuberosum;florkart;Cirsium oleraceum × oleraceum × tuberosum;formula;Cirsium tuberosum
Cirsium oleraceum × palustre × palustre;florkart;Cirsium oleraceum × palustre × palustre;formula;Cirsium oleraceum
Cirsium oleraceum × palustre × palustre;florkart;Cirsium oleraceum × palustre × palustre;formula;Cirsium palustre
Cirsium oleraceum × palustre × tuberosum;florkart;Cirsium oleraceum × palustre × tuberosum;formula;Cirsium oleraceum
Cirsium oleraceum × palustre × tuberosum;florkart;Cirsium oleraceum × palustre × tuberosum;formula;Cirsium palustre
Cirsium oleraceum × palustre × tuberosum;florkart;Cirsium oleraceum × palustre × tuberosum;formula;Cirsium tuberosum
Cirsium oleraceum × rivulare × tuberosum;florkart;Cirsium oleraceum × rivulare × tuberosum;formula;Cirsium oleraceum
Cirsium oleraceum × rivulare × tuberosum;florkart;Cirsium oleraceum × rivulare × tuberosum;formula;Cirsium rivulare
Cirsium oleraceum × rivulare × tuberosum;florkart;Cirsium oleraceum × rivulare × tuberosum;formula;Cirsium tuberosum
Cirsium oleraceum × spinosissimum;florkart;Cirsium oleraceum × spinosissimum;formula;Cirsium oleraceum
Cirsium oleraceum × spinosissimum;florkart;Cirsium oleraceum × spinosissimum;formula;Cirsium spinosissimum
Cirsium palustre × spinosissimum;florkart;Cirsium palustre × spinosissimum;formula;Cirsium palustre
Cirsium palustre × spinosissimum;florkart;Cirsium palustre × spinosissimum;formula;Cirsium spinosissimum
Cirsium × prantlii Grembl.;florkart;Cirsium ×prantlii Grembl.;name;NA
Cirsium × reichenbachianum M. Loehr;florkart;Cirsium ×reichenbachianum M. Loehr;name;NA
Cirsium acaulon × oleraceum;florkart;Cirsium acaulon × oleraceum;formula;Cirsium acaulon
Cirsium acaulon × oleraceum;florkart;Cirsium acaulon × oleraceum;formula;Cirsium oleraceum
Cirsium rivulare × tuberosum;florkart;Cirsium rivulare × tuberosum;formula;Cirsium rivulare
Cirsium rivulare × tuberosum;florkart;Cirsium rivulare × tuberosum;formula;Cirsium tuberosum
Cirsium acaulon × vulgare;florkart;Cirsium acaulon × vulgare;formula;Cirsium acaulon
Cirsium acaulon × vulgare;florkart;Cirsium acaulon × vulgare;formula;Cirsium vulgare
Cirsium × semidecurrens;florkart;Cirsium ×semidecurrens;name;NA
Cirsium × subalpinum;florkart;Cirsium ×subalpinum;name;NA
Cirsium × subspinuligerum Peterm.;florkart;Cirsium ×subspinuligerum Peterm.;name;NA
Cirsium canum × oleraceum;florkart;Cirsium canum × oleraceum;formula;Cirsium canum
Cirsium canum × oleraceum;florkart;Cirsium canum × oleraceum;formula;Cirsium oleraceum
Cirsium acaulon × tuberosum;florkart;Cirsium acaulon × tuberosum;formula;Cirsium acaulon
Cirsium acaulon × tuberosum;florkart;Cirsium acaulon × tuberosum;formula;Cirsium tuberosum
Cirsium × wankelii Reichard;florkart;Cirsium ×wankelii Reichard;name;NA
Cirsium canum × palustre;florkart;Cirsium canum × palustre;formula;Cirsium canum
Cirsium canum × palustre;florkart;Cirsium canum × palustre;formula;Cirsium palustre
Citrus aurantium L.;florkart;Citrus aurantium L.;formula;NA
Colutea × media Willd.;florkart;Colutea ×media Willd.;name;NA
Corydalis cava × solida;florkart;Corydalis cava × solida;formula;Corydalis cava
Corydalis cava × solida;florkart;Corydalis cava × solida;formula;Corydalis solida
Corydalis intermedia × solida;florkart;Corydalis intermedia × solida;formula;Corydalis intermedia
Corydalis intermedia × solida;florkart;Corydalis intermedia × solida;formula;Corydalis solida
Cotoneaster suecicus;florkart;Cotoneaster suecicus;formula;NA
Cotoneaster × watereri Exell;florkart;Cotoneaster ×watereri Exell;name;NA
Crataegus subsphaerica Gand., s. str.;florkart;Crataegus subsphaerica Gand., s. str.;formula;NA
Crataegus domicensis Hrabětová;florkart;Crataegus domicensis Hrabětová;formula;NA
Crataegus laevigata × monogyna × rhipidophylla;florkart;Crataegus laevigata × monogyna × rhipidophylla;formula;Crataegus laevigata
Crataegus laevigata × monogyna × rhipidophylla;florkart;Crataegus laevigata × monogyna × rhipidophylla;formula;Crataegus monogyna
Crataegus laevigata × monogyna × rhipidophylla;florkart;Crataegus laevigata × monogyna × rhipidophylla;formula;Crataegus rhipidophylla
Crataegus macrocarpa Hegetschw., s. str.;florkart;Crataegus macrocarpa Hegetschw., s. str.;formula;NA
Crataegus calycina Peterm.;florkart;Crataegus calycina Peterm.;formula;NA
Crataegus lavallei Hérincq ex Lavallé;florkart;Crataegus lavallei Hérincq ex Lavallé;formula;NA
Crataegus media Bechst.;florkart;Crataegus media Bechst.;formula;NA
Crataegus persimilis Sarg.;florkart;Crataegus persimilis Sarg.;formula;NA
Crataegus dunensis Cinovskis;florkart;Crataegus dunensis Cinovskis;formula;NA
Crocosmia × crocosmiiflora;florkart;Crocosmia ×crocosmiiflora;name;NA
Crocus × luteus Lam.;florkart;Crocus ×luteus Lam.;name;NA
Crocus stellaris Haw.;florkart;Crocus stellaris Haw.;formula;NA
Cytisus × praecox Wheeler;florkart;Cytisus ×praecox Wheeler;name;NA
Dactylis × pendula;florkart;Dactylis ×pendula;name;NA
Dactylorhiza × wintonii (Druce ex A. Camus) P. F. Hunt;florkart;Dactylorhiza ×wintonii (Druce ex A. Camus) P. F. Hunt;name;NA
Dactylorhiza incarnata × majalis;florkart;Dactylorhiza incarnata × majalis;formula;Dactylorhiza incarnata
Dactylorhiza incarnata × majalis;florkart;Dactylorhiza incarnata × majalis;formula;Dactylorhiza majalis
Dactylorhiza × braunii;florkart;Dactylorhiza ×braunii;name;NA
Dactylorhiza incarnata × maculata;florkart;Dactylorhiza incarnata × maculata;formula;Dactylorhiza incarnata
Dactylorhiza incarnata × maculata;florkart;Dactylorhiza incarnata × maculata;formula;Dactylorhiza maculata
Dactylorhiza maculata × majalis;florkart;Dactylorhiza maculata × majalis;formula;Dactylorhiza maculata
Dactylorhiza maculata × majalis;florkart;Dactylorhiza maculata × majalis;formula;Dactylorhiza majalis
Dactylorhiza × dufftiana (M. Schulze) Soó;florkart;Dactylorhiza ×dufftiana (M. Schulze) Soó;name;NA
Dactylorhiza × stenostachys (J. Murr) Rauschert;florkart;Dactylorhiza ×stenostachys (J. Murr) Rauschert;name;NA
Dactylorhiza × kuehnensis;florkart;Dactylorhiza ×kuehnensis;name;NA
Dactylorhiza fuchsii × traunsteineri;florkart;Dactylorhiza fuchsii × traunsteineri;formula;Dactylorhiza fuchsii
Dactylorhiza fuchsii × traunsteineri;florkart;Dactylorhiza fuchsii × traunsteineri;formula;Dactylorhiza traunsteineri
Dactylorhiza fuchsii × Gymnadenia conopsea;florkart;Dactylorhiza fuchsii × Gymnadenia conopsea;formula;Dactylorhiza fuchsii
Dactylorhiza fuchsii × Gymnadenia conopsea;florkart;Dactylorhiza fuchsii × Gymnadenia conopsea;formula;Gymnadenia conopsea
Dactylorhiza fuchsii × maculata;florkart;Dactylorhiza fuchsii × maculata;formula;Dactylorhiza fuchsii
Dactylorhiza fuchsii × maculata;florkart;Dactylorhiza fuchsii × maculata;formula;Dactylorhiza maculata
Dactylorhiza fuchsii × Pseudorchis albida;florkart;Dactylorhiza fuchsii × Pseudorchis albida;formula;Dactylorhiza fuchsii
Dactylorhiza fuchsii × Pseudorchis albida;florkart;Dactylorhiza fuchsii × Pseudorchis albida;formula;Pseudorchis albida
Dactylorhiza × godferyana (Soó) Peitz;florkart;Dactylorhiza ×godferyana (Soó) Peitz;name;NA
