verbatim;edited;parent
Salix atrocinerea x viminalis NULL;Salix atrocinerea × viminalis;Salix atrocinerea
Salix atrocinerea x viminalis NULL;Salix atrocinerea × viminalis;Salix viminalis
Salix myrsinites x nigricans NULL;Salix myrsinites × nigricans;Salix myrsinites
Salix myrsinites x nigricans NULL;Salix myrsinites × nigricans;Salix nigricans
Salix nigricans x phylicifolia NULL;Salix nigricans × phylicifolia;Salix nigricans
Salix nigricans x phylicifolia NULL;Salix nigricans × phylicifolia;Salix phylicifolia
Centaurea oliverana x raphanina ssp. raphanina NULL;Centaurea oliverana × raphanina subsp. raphanina;Centaurea oliverana
Centaurea oliverana x raphanina ssp. raphanina NULL;Centaurea oliverana × raphanina subsp. raphanina;Centaurea raphanina subsp. raphanina
Centaurea calcitrapa x aspera NULL;Centaurea calcitrapa × aspera;Centaurea calcitrapa
Centaurea calcitrapa x aspera NULL;Centaurea calcitrapa × aspera;Centaurea aspera
Carex maritima x dioica NULL;Carex maritima × dioica;Carex maritima
Carex maritima x dioica NULL;Carex maritima × dioica;Carex dioica
Calystegia sepium ssp. sepium x pulchra NULL;Calystegia sepium subsp. sepium × pulchra;Calystegia sepium subsp. sepium
Calystegia sepium ssp. sepium x pulchra NULL;Calystegia sepium subsp. sepium × pulchra;Calystegia pulchra
Salix cinerea x nigricans NULL;Salix cinerea × nigricans;Salix cinerea
Salix cinerea x nigricans NULL;Salix cinerea × nigricans;Salix nigricans
Knautia arvernensis x arvensis NULL;Knautia arvernensis × arvensis;Knautia arvernensis
Knautia arvernensis x arvensis NULL;Knautia arvernensis × arvensis;Knautia arvensis
Juncus anceps x articulatus NULL;Juncus anceps × articulatus;Juncus anceps
Juncus anceps x articulatus NULL;Juncus anceps × articulatus;Juncus articulatus
Juncus filiformis x balticus NULL;Juncus filiformis × balticus;Juncus filiformis
Juncus filiformis x balticus NULL;Juncus filiformis × balticus;Juncus balticus
Setaria verticillata x viridis NULL;Setaria verticillata × viridis;Setaria verticillata
Setaria verticillata x viridis NULL;Setaria verticillata × viridis;Setaria viridis
Elymus pycnanthus x repens NULL;Elymus pycnanthus × repens;Elymus pycnanthus
Elymus pycnanthus x repens NULL;Elymus pycnanthus × repens;Elymus repens
Xanthium strumarium ssp. strumarium x ssp. italicum NULL;Xanthium strumarium subsp. strumarium × subsp. italicum;Xanthium strumarium subsp. strumarium
Xanthium strumarium ssp. strumarium x ssp. italicum NULL;Xanthium strumarium subsp. strumarium × subsp. italicum;Xanthium strumarium subsp. italicum
Elymus pycnanthus x farctus ssp. boreali-atlanticus NULL;Elymus pycnanthus × farctus subsp. boreali-atlanticus;Elymus pycnanthus
Elymus pycnanthus x farctus ssp. boreali-atlanticus NULL;Elymus pycnanthus × farctus subsp. boreali-atlanticus;Elymus farctus subsp. boreali-atlanticus
Erigeron x Conyza Erigeron acer x Conyza canadensis NULL;Erigeron acer × Conyza canadensis;Erigeron acer
Erigeron x Conyza Erigeron acer x Conyza canadensis NULL;Erigeron acer × Conyza canadensis;Conyza canadensis
Agrostis rupestris x agrostiflora NULL;Agrostis rupestris × agrostiflora;Agrostis rupestris
Agrostis rupestris x agrostiflora NULL;Agrostis rupestris × agrostiflora;Agrostis agrostiflora
Elymus x Hordeum Elymus repens x Hordeum secalinum NULL;Elymus repens × Hordeum secalinum;Elymus repens
Elymus x Hordeum Elymus repens x Hordeum secalinum NULL;Elymus repens × Hordeum secalinum;Hordeum secalinum
Elymus repens x farctus ssp. boreali-atlanticus NULL;Elymus repens × farctus subsp. boreali-atlanticus;Elymus repens
Elymus repens x farctus ssp. boreali-atlanticus NULL;Elymus repens × farctus subsp. boreali-atlanticus;Elymus farctus subsp. boreali-atlanticus
Nymphaea alba x candida NULL;Nymphaea alba × candida;Nymphaea alba
Nymphaea alba x candida NULL;Nymphaea alba × candida;Nymphaea candida
Elymus repens x hispidus NULL;Elymus repens × hispidus;Elymus repens
Elymus repens x hispidus NULL;Elymus repens × hispidus;Elymus hispidus
Salix lanata x caprea NULL;Salix lanata × caprea;Salix lanata
Salix lanata x caprea NULL;Salix lanata × caprea;Salix caprea
Salix lanata x hastata NULL;Salix lanata × hastata;Salix lanata
Salix lanata x hastata NULL;Salix lanata × hastata;Salix hastata
Salix phylicifolia x cinerea NULL;Salix phylicifolia × cinerea;Salix phylicifolia
Salix phylicifolia x cinerea NULL;Salix phylicifolia × cinerea;Salix cinerea
Salix phylicifolia x glauca NULL;Salix phylicifolia × glauca;Salix phylicifolia
Salix phylicifolia x glauca NULL;Salix phylicifolia × glauca;Salix glauca
Salix phylicifolia x aurita NULL;Salix phylicifolia × aurita;Salix phylicifolia
Salix phylicifolia x aurita NULL;Salix phylicifolia × aurita;Salix aurita
Salix phylicifolia x atrocinerea NULL;Salix phylicifolia × atrocinerea;Salix phylicifolia
Salix phylicifolia x atrocinerea NULL;Salix phylicifolia × atrocinerea;Salix atrocinerea
Salix silesiaca x aurita NULL;Salix silesiaca × aurita;Salix silesiaca
Salix silesiaca x aurita NULL;Salix silesiaca × aurita;Salix aurita
Salix phylicifolia x caprea NULL;Salix phylicifolia × caprea;Salix phylicifolia
Salix phylicifolia x caprea NULL;Salix phylicifolia × caprea;Salix caprea
Salix myrsinites x myrsinifolia NULL;Salix myrsinites × myrsinifolia;Salix myrsinites
Salix myrsinites x myrsinifolia NULL;Salix myrsinites × myrsinifolia;Salix myrsinifolia
Salix herbacea x polaris NULL;Salix herbacea × polaris;Salix herbacea
Salix herbacea x polaris NULL;Salix herbacea × polaris;Salix polaris
Betula nana x pubescens NULL;Betula nana × pubescens;Betula nana
Betula nana x pubescens NULL;Betula nana × pubescens;Betula pubescens
Quercus robur ssp. robur x petraea NULL;Quercus robur subsp. robur × petraea;Quercus robur subsp. robur
Quercus robur ssp. robur x petraea NULL;Quercus robur subsp. robur × petraea;Quercus petraea
Polygonum persicaria x hydropiper NULL;Polygonum persicaria × hydropiper;Polygonum persicaria
Polygonum persicaria x hydropiper NULL;Polygonum persicaria × hydropiper;Polygonum hydropiper
Polygonum minus x mite NULL;Polygonum minus × mite;Polygonum minus
Polygonum minus x mite NULL;Polygonum minus × mite;Polygonum mite
Polygonum minus x persicaria NULL;Polygonum minus × persicaria;Polygonum minus
Polygonum minus x persicaria NULL;Polygonum minus × persicaria;Polygonum persicaria
Rumex aquaticus x longifolius NULL;Rumex aquaticus × longifolius;Rumex aquaticus
Rumex aquaticus x longifolius NULL;Rumex aquaticus × longifolius;Rumex longifolius
Rumex crispus x longifolius NULL;Rumex crispus × longifolius;Rumex crispus
Rumex crispus x longifolius NULL;Rumex crispus × longifolius;Rumex longifolius
Salix silesiaca x caprea NULL;Salix silesiaca × caprea;Salix silesiaca
Salix silesiaca x caprea NULL;Salix silesiaca × caprea;Salix caprea
Salix silesiaca x lapponum NULL;Salix silesiaca × lapponum;Salix silesiaca
Salix silesiaca x lapponum NULL;Salix silesiaca × lapponum;Salix lapponum
Salix atrocinerea x aurita NULL;Salix atrocinerea × aurita;Salix atrocinerea
Salix atrocinerea x aurita NULL;Salix atrocinerea × aurita;Salix aurita
Salix atrocinerea x caprea NULL;Salix atrocinerea × caprea;Salix atrocinerea
Salix atrocinerea x caprea NULL;Salix atrocinerea × caprea;Salix caprea
Salix atrocinerea x cinerea NULL;Salix atrocinerea × cinerea;Salix atrocinerea
Salix atrocinerea x cinerea NULL;Salix atrocinerea × cinerea;Salix cinerea
Betula humilis x nana NULL;Betula humilis × nana;Betula humilis
Betula humilis x nana NULL;Betula humilis × nana;Betula nana
Betula nana x pendula NULL;Betula nana × pendula;Betula nana
Betula nana x pendula NULL;Betula nana × pendula;Betula pendula
Rorippa amphibia x sylvestris NULL;Rorippa amphibia × sylvestris;Rorippa amphibia
Rorippa amphibia x sylvestris NULL;Rorippa amphibia × sylvestris;Rorippa sylvestris
Rorippa austriaca x sylvestris NULL;Rorippa austriaca × sylvestris;Rorippa austriaca
Rorippa austriaca x sylvestris NULL;Rorippa austriaca × sylvestris;Rorippa sylvestris
Nasturtium officinale x microphyllum NULL;Nasturtium officinale × microphyllum;Nasturtium officinale
Nasturtium officinale x microphyllum NULL;Nasturtium officinale × microphyllum;Nasturtium microphyllum
Rorippa amphibia x palustris NULL;Rorippa amphibia × palustris;Rorippa amphibia
Rorippa amphibia x palustris NULL;Rorippa amphibia × palustris;Rorippa palustris
Rorippa sylvestris x palustris NULL;Rorippa sylvestris × palustris;Rorippa sylvestris
Rorippa sylvestris x palustris NULL;Rorippa sylvestris × palustris;Rorippa palustris
Anemone nemorosa x ranunculoides NULL;Anemone nemorosa × ranunculoides;Anemone nemorosa
Anemone nemorosa x ranunculoides NULL;Anemone nemorosa × ranunculoides;Anemone ranunculoides
Pulsatilla vernalis x patens ssp. patens NULL;Pulsatilla vernalis × patens subsp. patens;Pulsatilla vernalis
Pulsatilla vernalis x patens ssp. patens NULL;Pulsatilla vernalis × patens subsp. patens;Pulsatilla patens subsp. patens
Nymphaea candida x tetragona NULL;Nymphaea candida × tetragona;Nymphaea candida
Nymphaea candida x tetragona NULL;Nymphaea candida × tetragona;Nymphaea tetragona
Silene dioica x latifolia NULL;Silene dioica × latifolia;Silene dioica
Silene dioica x latifolia NULL;Silene dioica × latifolia;Silene latifolia
Silene donetzica x chersonensis NULL;Silene donetzica × chersonensis;Silene donetzica
Silene donetzica x chersonensis NULL;Silene donetzica × chersonensis;Silene chersonensis
Salix triandra ssp. triandra x viminalis NULL;Salix triandra subsp. triandra × viminalis;Salix triandra subsp. triandra
Salix triandra ssp. triandra x viminalis NULL;Salix triandra subsp. triandra × viminalis;Salix viminalis
Cerastium fontanum x nigrescens NULL;Cerastium fontanum × nigrescens;Cerastium fontanum
Cerastium fontanum x nigrescens NULL;Cerastium fontanum × nigrescens;Cerastium nigrescens
Cerastium fontanum x alpinum NULL;Cerastium fontanum × alpinum;Cerastium fontanum
Cerastium fontanum x alpinum NULL;Cerastium fontanum × alpinum;Cerastium alpinum
Scleranthus perennis x annuus NULL;Scleranthus perennis × annuus;Scleranthus perennis
Scleranthus perennis x annuus NULL;Scleranthus perennis × annuus;Scleranthus annuus
Sagina subulata x procumbens NULL;Sagina subulata × procumbens;Sagina subulata
Sagina subulata x procumbens NULL;Sagina subulata × procumbens;Sagina procumbens
Rumex crispus x patientia NULL;Rumex crispus × patientia;Rumex crispus
Rumex crispus x patientia NULL;Rumex crispus × patientia;Rumex patientia
Rumex crispus x confertus NULL;Rumex crispus × confertus;Rumex crispus
Rumex crispus x confertus NULL;Rumex crispus × confertus;Rumex confertus
Rumex obtusifolius x longifolius NULL;Rumex obtusifolius × longifolius;Rumex obtusifolius
Rumex obtusifolius x longifolius NULL;Rumex obtusifolius × longifolius;Rumex longifolius
Rumex crispus x pulcher NULL;Rumex crispus × pulcher;Rumex crispus
Rumex crispus x pulcher NULL;Rumex crispus × pulcher;Rumex pulcher
Rumex obtusifolius x cristatus NULL;Rumex obtusifolius × cristatus;Rumex obtusifolius
Rumex obtusifolius x cristatus NULL;Rumex obtusifolius × cristatus;Rumex cristatus
Rumex obtusifolius x confertus NULL;Rumex obtusifolius × confertus;Rumex obtusifolius
Rumex obtusifolius x confertus NULL;Rumex obtusifolius × confertus;Rumex confertus
Atriplex glabriuscula x longipes NULL;Atriplex glabriuscula × longipes;Atriplex glabriuscula
Atriplex glabriuscula x longipes NULL;Atriplex glabriuscula × longipes;Atriplex longipes
Rumex obtusifolius x patientia NULL;Rumex obtusifolius × patientia;Rumex obtusifolius
Rumex obtusifolius x patientia NULL;Rumex obtusifolius × patientia;Rumex patientia
Aconitum napellus x angustifolium NULL;Aconitum napellus × angustifolium;Aconitum napellus
Aconitum napellus x angustifolium NULL;Aconitum napellus × angustifolium;Aconitum angustifolium
Hyacinthoides non-scripta x hispanica NULL;Hyacinthoides non-scripta × hispanica;Hyacinthoides non-scripta
Hyacinthoides non-scripta x hispanica NULL;Hyacinthoides non-scripta × hispanica;Hyacinthoides hispanica
Peltaria x Bornmuellera Peltaria emarginata x Bornmuellera tymphaea NULL;Peltaria emarginata × Bornmuellera tymphaea;Peltaria emarginata
Peltaria x Bornmuellera Peltaria emarginata x Bornmuellera tymphaea NULL;Peltaria emarginata × Bornmuellera tymphaea;Bornmuellera tymphaea
Peltaria x Bornmuellera Peltaria emarginata x Bornmuellera baldaccii NULL;Peltaria emarginata × Bornmuellera baldaccii;Peltaria emarginata
Peltaria x Bornmuellera Peltaria emarginata x Bornmuellera baldaccii NULL;Peltaria emarginata × Bornmuellera baldaccii;Bornmuellera baldaccii
Cochlearia officinalis ssp. officinalis x anglica NULL;Cochlearia officinalis subsp. officinalis × anglica;Cochlearia officinalis subsp. officinalis
Cochlearia officinalis ssp. officinalis x anglica NULL;Cochlearia officinalis subsp. officinalis × anglica;Cochlearia anglica
Primula latifolia x hirsuta NULL;Primula latifolia × hirsuta;Primula latifolia
Primula latifolia x hirsuta NULL;Primula latifolia × hirsuta;Primula hirsuta
Primula glutinosa x minima NULL;Primula glutinosa × minima;Primula glutinosa
Primula glutinosa x minima NULL;Primula glutinosa × minima;Primula minima
Rumex crispus x obtusifolius NULL;Rumex crispus × obtusifolius;Rumex crispus
Rumex crispus x obtusifolius NULL;Rumex crispus × obtusifolius;Rumex obtusifolius
Dactylorhiza x Gymnadenia Dactylorhiza majalis ssp. praetermissa x Gymnadenia conopsea NULL;Dactylorhiza majalis subsp. praetermissa × Gymnadenia conopsea;Dactylorhiza majalis subsp. praetermissa
Dactylorhiza x Gymnadenia Dactylorhiza majalis ssp. praetermissa x Gymnadenia conopsea NULL;Dactylorhiza majalis subsp. praetermissa × Gymnadenia conopsea;Gymnadenia conopsea
Aceras x Orchis Aceras anthropophorum x Orchis purpurea NULL;Aceras anthropophorum × Orchis purpurea;Aceras anthropophorum
Aceras x Orchis Aceras anthropophorum x Orchis purpurea NULL;Aceras anthropophorum × Orchis purpurea;Orchis purpurea
Aceras x Orchis Aceras anthropophorum x Orchis simia NULL;Aceras anthropophorum × Orchis simia;Aceras anthropophorum
Aceras x Orchis Aceras anthropophorum x Orchis simia NULL;Aceras anthropophorum × Orchis simia;Orchis simia
Aceras x Orchis Aceras anthropophorum x Orchis militaris NULL;Aceras anthropophorum × Orchis militaris;Aceras anthropophorum
Aceras x Orchis Aceras anthropophorum x Orchis militaris NULL;Aceras anthropophorum × Orchis militaris;Orchis militaris
Ophrys lutea x fusca NULL;Ophrys lutea × fusca;Ophrys lutea
Ophrys lutea x fusca NULL;Ophrys lutea × fusca;Ophrys fusca
Ophrys scolopax x fuciflora NULL;Ophrys scolopax × fuciflora;Ophrys scolopax
Ophrys scolopax x fuciflora NULL;Ophrys scolopax × fuciflora;Ophrys fuciflora
Calystegia silvatica x pulchra NULL;Calystegia silvatica × pulchra;Calystegia silvatica
Calystegia silvatica x pulchra NULL;Calystegia silvatica × pulchra;Calystegia pulchra
Ophrys sphegodes x bertolonii NULL;Ophrys sphegodes × bertolonii;Ophrys sphegodes
Ophrys sphegodes x bertolonii NULL;Ophrys sphegodes × bertolonii;Ophrys bertolonii
Armeria gaditana x macrophylla NULL;Armeria gaditana × macrophylla;Armeria gaditana
Armeria gaditana x macrophylla NULL;Armeria gaditana × macrophylla;Armeria macrophylla
Euphrasia alpina x stricta NULL;Euphrasia alpina × stricta;Euphrasia alpina
Euphrasia alpina x stricta NULL;Euphrasia alpina × stricta;Euphrasia stricta
Euphrasia salisburgensis x stricta NULL;Euphrasia salisburgensis × stricta;Euphrasia salisburgensis
Euphrasia salisburgensis x stricta NULL;Euphrasia salisburgensis × stricta;Euphrasia stricta
Euphrasia micrantha x stricta NULL;Euphrasia micrantha × stricta;Euphrasia micrantha
Euphrasia micrantha x stricta NULL;Euphrasia micrantha × stricta;Euphrasia stricta
Euphrasia confusa x tetraquetra NULL;Euphrasia confusa × tetraquetra;Euphrasia confusa
Euphrasia confusa x tetraquetra NULL;Euphrasia confusa × tetraquetra;Euphrasia tetraquetra
Sparganium gramineum x emersum NULL;Sparganium gramineum × emersum;Sparganium gramineum
Sparganium gramineum x emersum NULL;Sparganium gramineum × emersum;Sparganium emersum
Euphrasia arctica x stricta NULL;Euphrasia arctica × stricta;Euphrasia arctica
Euphrasia arctica x stricta NULL;Euphrasia arctica × stricta;Euphrasia stricta
Sparganium gramineum x angustifolium NULL;Sparganium gramineum × angustifolium;Sparganium gramineum
Sparganium gramineum x angustifolium NULL;Sparganium gramineum × angustifolium;Sparganium angustifolium
Euphrasia micrantha x tetraquetra NULL;Euphrasia micrantha × tetraquetra;Euphrasia micrantha
Euphrasia micrantha x tetraquetra NULL;Euphrasia micrantha × tetraquetra;Euphrasia tetraquetra
Armeria filicaulis x splendens ssp. splendens NULL;Armeria filicaulis × splendens subsp. splendens;Armeria filicaulis
Armeria filicaulis x splendens ssp. splendens NULL;Armeria filicaulis × splendens subsp. splendens;Armeria splendens subsp. splendens
Armeria maritima x pubigera NULL;Armeria maritima × pubigera;Armeria maritima
Armeria maritima x pubigera NULL;Armeria maritima × pubigera;Armeria pubigera
Armeria pungens x rouyana NULL;Armeria pungens × rouyana;Armeria pungens
Armeria pungens x rouyana NULL;Armeria pungens × rouyana;Armeria rouyana
Euphrasia confusa x micrantha NULL;Euphrasia confusa × micrantha;Euphrasia confusa
