verbatim;edited;parent
Salix caprea × myrsinifolia;Salix caprea × myrsinifolia;Salix caprea
Salix caprea × myrsinifolia;Salix caprea × myrsinifolia;Salix myrsinifolia
Salix × laurina;Salix × laurina;NA
Salix purpurea × triandra;Salix purpurea × triandra;Salix purpurea
Salix purpurea × triandra;Salix purpurea × triandra;Salix triandra
Salix macrophylla;Salix macrophylla;NA
Salix fragilis × purpurea;Salix fragilis × purpurea;Salix fragilis
Salix fragilis × purpurea;Salix fragilis × purpurea;Salix purpurea
Salix × margaretea V. Seeman;Salix × margaretea V. Seeman;NA
Salix meyeriana Rostk. ex Willd.;Salix meyeriana Rostk. ex Willd.;NA
Salix mollissima Hoffm.;Salix mollissima Hoffm.;NA
Salix multinervis Döll;Salix multinervis Döll;NA
Salix aurita × S. cinerea subsp. oleifolia;Salix aurita × S. cinerea subsp. oleifolia;Salix aurita
Salix aurita × S. cinerea subsp. oleifolia;Salix aurita × S. cinerea subsp. oleifolia;Salix  cinerea subsp. oleifolia
Salix myrsinifolia × purpurea;Salix myrsinifolia × purpurea;Salix myrsinifolia
Salix myrsinifolia × purpurea;Salix myrsinifolia × purpurea;Salix purpurea
Salix × coriacea Schleich.;Salix × coriacea Schleich.;NA
Salix myrtilloides × repens;Salix myrtilloides × repens;Salix myrtilloides
Salix myrtilloides × repens;Salix myrtilloides × repens;Salix repens
Salix × myrtoides;Salix × myrtoides;NA
Salix × neoburgensis Erdner;Salix × neoburgensis Erdner;NA
Salix aurita × myrtilloides;Salix aurita × myrtilloides;Salix aurita
Salix aurita × myrtilloides;Salix aurita × myrtilloides;Salix myrtilloides
Salix × pendulina Wender.;Salix × pendulina Wender.;NA
Salix pentandra × viminalis;Salix pentandra × viminalis;Salix pentandra
Salix pentandra × viminalis;Salix pentandra × viminalis;Salix viminalis
Salix × pentandroides Rouy;Salix × pentandroides Rouy;NA
Salix tetrapla Walker;Salix tetrapla Walker;NA
Salix cinerea subsp. oleifolia × S. purpurea;Salix cinerea subsp. oleifolia × S. purpurea;Salix cinerea subsp. oleifolia
Salix cinerea subsp. oleifolia × S. purpurea;Salix cinerea subsp. oleifolia × S. purpurea;Salix  purpurea
Salix cinerea × purpurea;Salix cinerea × purpurea;Salix cinerea
Salix cinerea × purpurea;Salix cinerea × purpurea;Salix purpurea
Salix purpurea × (purpurea × repens);Salix purpurea × purpurea × repens;Salix purpurea
Salix purpurea × (purpurea × repens);Salix purpurea × purpurea × repens;Salix purpurea
Salix purpurea × (purpurea × repens);Salix purpurea × purpurea × repens;Salix repens
Salix purpurea × triandra × viminalis;Salix purpurea × triandra × viminalis;Salix purpurea
Salix purpurea × triandra × viminalis;Salix purpurea × triandra × viminalis;Salix triandra
Salix purpurea × triandra × viminalis;Salix purpurea × triandra × viminalis;Salix viminalis
Salix × sordida A. Kern.;Salix × sordida A. Kern.;NA
Salix × austriaca Host;Salix × austriaca Host;NA
Salix × kochiana Hartig;Salix × kochiana Hartig;NA
Salix × ratisbonensis A. Mayer;Salix × ratisbonensis A. Mayer;NA
Salix caprea × cinerea;Salix caprea × cinerea;Salix caprea
Salix caprea × cinerea;Salix caprea × cinerea;Salix cinerea
Salix caprea × S. cinerea subsp. cinerea;Salix caprea × S. cinerea subsp. cinerea;Salix caprea
Salix caprea × S. cinerea subsp. cinerea;Salix caprea × S. cinerea subsp. cinerea;Salix  cinerea subsp. cinerea
Salix caprea × S. cinerea subsp. oleifolia;Salix caprea × S. cinerea subsp. oleifolia;Salix caprea
Salix caprea × S. cinerea subsp. oleifolia;Salix caprea × S. cinerea subsp. oleifolia;Salix  cinerea subsp. oleifolia
Salix reuteri Moritzi;Salix reuteri Moritzi;NA
Salix × sepulcralis Simonk.;Salix × sepulcralis Simonk.;NA
Salix smithiana Willd.;Salix smithiana Willd.;NA
Salix fragilis × triandra;Salix fragilis × triandra;Salix fragilis
Salix fragilis × triandra;Salix fragilis × triandra;Salix triandra
Salix × stipularis Sm.;Salix × stipularis Sm.;NA
Salix strepida Schleich. ex J. Forbes;Salix strepida Schleich. ex J. Forbes;NA
Salix × subsericea Döll;Salix × subsericea Döll;NA
Salix alba × triandra;Salix alba × triandra;Salix alba
Salix alba × triandra;Salix alba × triandra;Salix triandra
Salix × puberula Döll;Salix × puberula Döll;NA
Salix caprea × purpurea;Salix caprea × purpurea;Salix caprea
Salix caprea × purpurea;Salix caprea × purpurea;Salix purpurea
Salvia sylvestris L.;Salvia sylvestris L.;NA
Sambucus nigra × racemosa;Sambucus nigra × racemosa;Sambucus nigra
Sambucus nigra × racemosa;Sambucus nigra × racemosa;Sambucus racemosa
Saxifraga × arendsii Engl.;Saxifraga × arendsii Engl.;NA
Saxifraga cotyledon × hostii;Saxifraga cotyledon × hostii;Saxifraga cotyledon
Saxifraga cotyledon × hostii;Saxifraga cotyledon × hostii;Saxifraga hostii
Saxifraga × geum L.;Saxifraga × geum L.;NA
Saxifraga granulata × S. rosacea subsp. rosacea;Saxifraga granulata × S. rosacea subsp. rosacea;Saxifraga granulata
Saxifraga granulata × S. rosacea subsp. rosacea;Saxifraga granulata × S. rosacea subsp. rosacea;Saxifraga  rosacea subsp. rosacea
Saxifraga granulata × rosacea;Saxifraga granulata × rosacea;Saxifraga granulata
Saxifraga granulata × rosacea;Saxifraga granulata × rosacea;Saxifraga rosacea
Saxifraga kochii Hornung;Saxifraga kochii Hornung;NA
Saxifraga × urbium Webb;Saxifraga × urbium Webb;NA
Schoenoplectus lacustris × tabernaemontani;Schoenoplectus lacustris × tabernaemontani;Schoenoplectus lacustris
Schoenoplectus lacustris × tabernaemontani;Schoenoplectus lacustris × tabernaemontani;Schoenoplectus tabernaemontani
Schoenoplectus carinatus (Sm.) Palla;Schoenoplectus carinatus (Sm.) Palla;NA
Schoenoplectus kalmussii (Asch., Abrom. & Graebn.) Palla;Schoenoplectus kalmussii (Asch., Abrom. & Graebn.) Palla;NA
Schoenoplectus × duvalii;Schoenoplectus × duvalii;NA
Schoenoplectus kuekenthalianus (Junge) D. H. Kent;Schoenoplectus kuekenthalianus (Junge) D. H. Kent;NA
Schoenus intermedius Brügger;Schoenus intermedius Brügger;NA
Scilla forbesii × luciliae;Scilla forbesii × luciliae;Scilla forbesii
Scilla forbesii × luciliae;Scilla forbesii × luciliae;Scilla luciliae
Scilla forbesii × sardensis;Scilla forbesii × sardensis;Scilla forbesii
Scilla forbesii × sardensis;Scilla forbesii × sardensis;Scilla sardensis
Scilla luciliae × siehei;Scilla luciliae × siehei;Scilla luciliae
Scilla luciliae × siehei;Scilla luciliae × siehei;Scilla siehei
Scirpus radicans × sylvaticus;Scirpus radicans × sylvaticus;Scirpus radicans
Scirpus radicans × sylvaticus;Scirpus radicans × sylvaticus;Scirpus sylvaticus
Scleranthus annuus × perennis;Scleranthus annuus × perennis;Scleranthus annuus
Scleranthus annuus × perennis;Scleranthus annuus × perennis;Scleranthus perennis
Scleranthus perennis × polycarpos;Scleranthus perennis × polycarpos;Scleranthus perennis
Scleranthus perennis × polycarpos;Scleranthus perennis × polycarpos;Scleranthus polycarpos
Sedum × geum;Sedum × geum;NA
Sedum acre × mite;Sedum acre × mite;Sedum acre
Sedum acre × mite;Sedum acre × mite;Sedum mite
Sempervivum barbulatum Schott;Sempervivum barbulatum Schott;NA
Sempervivum × angustifolium A. Kern.;Sempervivum × angustifolium A. Kern.;NA
Sempervivum funckii Braun ex W. D. J. Koch;Sempervivum funckii Braun ex W. D. J. Koch;NA
Senecio aquaticus × erracticus;Senecio aquaticus × erracticus;Senecio aquaticus
Senecio aquaticus × erracticus;Senecio aquaticus × erracticus;Senecio erracticus
Senecio aquaticus × erucifolius;Senecio aquaticus × erucifolius;Senecio aquaticus
Senecio aquaticus × erucifolius;Senecio aquaticus × erucifolius;Senecio erucifolius
Senecio vernalis × vulgaris;Senecio vernalis × vulgaris;Senecio vernalis
Senecio vernalis × vulgaris;Senecio vernalis × vulgaris;Senecio vulgaris
Senecio × decipiens Herborg;Senecio × decipiens Herborg;NA
Senecio × reisachii;Senecio × reisachii;NA
Senecio × subnebrodensis Simonk.;Senecio × subnebrodensis Simonk.;NA
Senecio sylvaticus × viscosus;Senecio sylvaticus × viscosus;Senecio sylvaticus
Senecio sylvaticus × viscosus;Senecio sylvaticus × viscosus;Senecio viscosus
Silene dioica × latifolia Meusel & K. Werner;Silene dioica × latifolia Meusel & K. Werner;Silene dioica
Silene dioica × latifolia Meusel & K. Werner;Silene dioica × latifolia Meusel & K. Werner;Silene latifolia Meusel & K. Werner
Silene dioica × S. latifolia subsp. alba;Silene dioica × S. latifolia subsp. alba;Silene dioica
Silene dioica × S. latifolia subsp. alba;Silene dioica × S. latifolia subsp. alba;Silene  latifolia subsp. alba
Silene × pseudotites Besser ex Rchb.;Silene × pseudotites Besser ex Rchb.;NA
Solidago canadensis × gigantea;Solidago canadensis × gigantea;Solidago canadensis
Solidago canadensis × gigantea;Solidago canadensis × gigantea;Solidago gigantea
Solidago canadensis × virgaurea;Solidago canadensis × virgaurea;Solidago canadensis
Solidago canadensis × virgaurea;Solidago canadensis × virgaurea;Solidago virgaurea
Sonchus asper × oleraceus;Sonchus asper × oleraceus;Sonchus asper
Sonchus asper × oleraceus;Sonchus asper × oleraceus;Sonchus oleraceus
Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;Sorbus aucuparia subsp. aucuparia
Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;Sorbus  aucuparia subsp. glabrata
Sparganium angustifolium × emersum;Sparganium angustifolium × emersum;Sparganium angustifolium
Sparganium angustifolium × emersum;Sparganium angustifolium × emersum;Sparganium emersum
Sparganium emersum × erectum;Sparganium emersum × erectum;Sparganium emersum
Sparganium emersum × erectum;Sparganium emersum × erectum;Sparganium erectum
Spergularia kurkae F. Dvořák;Spergularia kurkae F. Dvořák;NA
Spergularia marina × media;Spergularia marina × media;Spergularia marina
Spergularia marina × media;Spergularia marina × media;Spergularia media
Spergularia marina × rubra;Spergularia marina × rubra;Spergularia marina
Spergularia marina × rubra;Spergularia marina × rubra;Spergularia rubra
Spiraea × arguta;Spiraea × arguta;NA
Spiraea arguta;Spiraea arguta;NA
Spiraea billardii Hérincq;Spiraea billardii Hérincq;NA
Spiraea × cinerea Zabel;Spiraea × cinerea Zabel;NA
Spiraea × bumalda Burvenich;Spiraea × bumalda Burvenich;NA
Spiraea × vanhouttei (Briot) Zabel;Spiraea × vanhouttei (Briot) Zabel;NA
Spartina townsendii H. Groves & J. Groves;Spartina townsendii H. Groves & J. Groves;NA
Stachys ambigua Sm.;Stachys ambigua Sm.;NA
Stachys × medebachensis Feld & Koenen;Stachys × medebachensis Feld & Koenen;NA
Symphoricarpos × chenaultii Rehder;Symphoricarpos × chenaultii Rehder;NA
Symphyotrichum salignum (Willd.) G. L. Nesom;Symphyotrichum salignum (Willd.) G. L. Nesom;NA
Symphyotrichum versicolor (Willd.) G. L. Nesom;Symphyotrichum versicolor (Willd.) G. L. Nesom;NA
Symphytum officinale × tuberosum;Symphytum officinale × tuberosum;Symphytum officinale
Symphytum officinale × tuberosum;Symphytum officinale × tuberosum;Symphytum tuberosum
Symphytum uplandicum Nyman;Symphytum uplandicum Nyman;NA
Syringa chinensis Willd.;Syringa chinensis Willd.;NA
Taxus × media;Taxus × media;NA
Thalictrum flavum × simplex;Thalictrum flavum × simplex;Thalictrum flavum
Thalictrum flavum × simplex;Thalictrum flavum × simplex;Thalictrum simplex
Elymus mucronatus (Opiz) Conert;Elymus mucronatus (Opiz) Conert;NA
Elymus × acutus;Elymus × acutus;NA
Thymus braunii Borbás, pro T. spathulus x T. subcitratus;Thymus braunii Borbás, pro T. spathulus × T. subcitratus;Thymus braunii Borbás, pro T. spathulus
Thymus braunii Borbás, pro T. spathulus x T. subcitratus;Thymus braunii Borbás, pro T. spathulus × T. subcitratus;Thymus  subcitratus
Thymus pulegioides × vulgaris;Thymus pulegioides × vulgaris;Thymus pulegioides
Thymus pulegioides × vulgaris;Thymus pulegioides × vulgaris;Thymus vulgaris
Thymus × porcii Borbás;Thymus × porcii Borbás;NA
Thymus × desertostepposus Ferd. Weber, pro T. marschallianus x T. serpyllum;Thymus × desertostepposus Ferd. Weber, pro T. marschallianus × T. serpyllum;Thymus desertostepposus Ferd. Weber, pro T. marschallianus
Thymus × desertostepposus Ferd. Weber, pro T. marschallianus x T. serpyllum;Thymus × desertostepposus Ferd. Weber, pro T. marschallianus × T. serpyllum;Thymus  serpyllum
Thymus × korneckii Machule, pro T. humifusus x serpyllum;Thymus × korneckii Machule, pro T. humifusus × serpyllum;Thymus korneckii Machule, pro T. humifusus
Thymus × korneckii Machule, pro T. humifusus x serpyllum;Thymus × korneckii Machule, pro T. humifusus × serpyllum;Thymus serpyllum
Thymus oblongifolius Opiz;Thymus oblongifolius Opiz;NA
Thymus odoratissimus Mill.;Thymus odoratissimus Mill.;NA
Thymus praecox × vulgaris;Thymus praecox × vulgaris;Thymus praecox
Thymus praecox × vulgaris;Thymus praecox × vulgaris;Thymus vulgaris
Thymus pseudoalpestris Ronniger ex Ferd. Weber;Thymus pseudoalpestris Ronniger ex Ferd. Weber;NA
Thymus pannonicus × serpyllum;Thymus pannonicus × serpyllum;Thymus pannonicus
Thymus pannonicus × serpyllum;Thymus pannonicus × serpyllum;Thymus serpyllum
Thymus × vicinus;Thymus × vicinus;NA
Tilia × euchlora;Tilia × euchlora;NA
Tilia × intermedia;Tilia × intermedia;NA
Tilia europaea L.;Tilia europaea L.;NA
Tradescantia × andersoniana Ludwig & Rohw.;Tradescantia × andersoniana Ludwig & Rohw.;NA
Tragopogon dubius × orientalis;Tragopogon dubius × orientalis;Tragopogon dubius
Tragopogon dubius × orientalis;Tragopogon dubius × orientalis;Tragopogon orientalis
Tragopogon dubius × pratensis;Tragopogon dubius × pratensis;Tragopogon dubius
Tragopogon dubius × pratensis;Tragopogon dubius × pratensis;Tragopogon pratensis
Tragopogon orientalis × pratensis;Tragopogon orientalis × pratensis;Tragopogon orientalis
Tragopogon orientalis × pratensis;Tragopogon orientalis × pratensis;Tragopogon pratensis
Trichophorum foersteri (Swan) D. A. Simpson;Trichophorum foersteri (Swan) D. A. Simpson;NA
Trifolium alpestre × medium;Trifolium alpestre × medium;Trifolium alpestre
Trifolium alpestre × medium;Trifolium alpestre × medium;Trifolium medium
Trifolium aureum × campestre;Trifolium aureum × campestre;Trifolium aureum
Trifolium aureum × campestre;Trifolium aureum × campestre;Trifolium campestre
Tripleurospermum × hampeanum;Tripleurospermum × hampeanum;NA
X Triticosecale blaringhemii A. Camus;× Triticosecale blaringhemii A. Camus;Triticosecale blaringhemii A. Camus
Tulipa gesneriana L.;Tulipa gesneriana L.;NA
Typha × glauca Godr.;Typha × glauca Godr.;NA
Typha shuttleworthii W. D. J. Koch & Sond.;Typha shuttleworthii W. D. J. Koch & Sond.;NA
Ulmus hollandica Mill.;Ulmus hollandica Mill.;NA
Utricularia ochroleuca R. W. Hartm.;Utricularia ochroleuca R. W. Hartm.;NA
Vaccinium atlanticum E. P. Bicknell;Vaccinium atlanticum E. P. Bicknell;NA
Vaccinium × intermedium Ruthe;Vaccinium × intermedium Ruthe;NA
Valeriana × waltherae Rothm.;Valeriana × waltherae Rothm.;NA
Verbascum × adulterinum;Verbascum × adulterinum;NA
Verbascum densiflorum × nigrum;Verbascum densiflorum × nigrum;Verbascum densiflorum
Verbascum densiflorum × nigrum;Verbascum densiflorum × nigrum;Verbascum nigrum
Verbascum blattaria × densiflorum;Verbascum blattaria × densiflorum;Verbascum blattaria
Verbascum blattaria × densiflorum;Verbascum blattaria × densiflorum;Verbascum densiflorum
Verbascum bombyciferum × densiflorum;Verbascum bombyciferum × densiflorum;Verbascum bombyciferum
Verbascum bombyciferum × densiflorum;Verbascum bombyciferum × densiflorum;Verbascum densiflorum
Verbascum × brockmuelleri;Verbascum × brockmuelleri;NA
Verbascum densiflorum × phoeniceum;Verbascum densiflorum × phoeniceum;Verbascum densiflorum
Verbascum densiflorum × phoeniceum;Verbascum densiflorum × phoeniceum;Verbascum phoeniceum
Verbascum densiflorum × speciosum;Verbascum densiflorum × speciosum;Verbascum densiflorum
Verbascum densiflorum × speciosum;Verbascum densiflorum × speciosum;Verbascum speciosum
Verbascum lychnitis × phlomoides;Verbascum lychnitis × phlomoides;Verbascum lychnitis
Verbascum lychnitis × phlomoides;Verbascum lychnitis × phlomoides;Verbascum phlomoides
Verbascum speciosum × thapsus;Verbascum speciosum × thapsus;Verbascum speciosum
Verbascum speciosum × thapsus;Verbascum speciosum × thapsus;Verbascum thapsus
Verbascum × humnickii;Verbascum × humnickii;NA
Verbascum lychnitis × phoeniceum;Verbascum lychnitis × phoeniceum;Verbascum lychnitis
Verbascum lychnitis × phoeniceum;Verbascum lychnitis × phoeniceum;Verbascum phoeniceum
Verbascum lychnitis × nigrum;Verbascum lychnitis × nigrum;Verbascum lychnitis
Verbascum lychnitis × nigrum;Verbascum lychnitis × nigrum;Verbascum nigrum
Verbascum densiflorum × phlomoides;Verbascum densiflorum × phlomoides;Verbascum densiflorum
Verbascum densiflorum × phlomoides;Verbascum densiflorum × phlomoides;Verbascum phlomoides
Verbascum phlomoides × thapsus;Verbascum phlomoides × thapsus;Verbascum phlomoides
Verbascum phlomoides × thapsus;Verbascum phlomoides × thapsus;Verbascum thapsus
Verbascum lychnitis × speciosum;Verbascum lychnitis × speciosum;Verbascum lychnitis
Verbascum lychnitis × speciosum;Verbascum lychnitis × speciosum;Verbascum speciosum
Verbascum nigrum × pulverulentum;Verbascum nigrum × pulverulentum;Verbascum nigrum
Verbascum nigrum × pulverulentum;Verbascum nigrum × pulverulentum;Verbascum pulverulentum
Verbascum nigrum × speciosum;Verbascum nigrum × speciosum;Verbascum nigrum
Verbascum nigrum × speciosum;Verbascum nigrum × speciosum;Verbascum speciosum
Verbascum nigrum × thapsus;Verbascum nigrum × thapsus;Verbascum nigrum
Verbascum nigrum × thapsus;Verbascum nigrum × thapsus;Verbascum thapsus
Verbascum olympicum × speciosum;Verbascum olympicum × speciosum;Verbascum olympicum
Verbascum olympicum × speciosum;Verbascum olympicum × speciosum;Verbascum speciosum
Verbascum phlomoides × pulverulentum;Verbascum phlomoides × pulverulentum;Verbascum phlomoides
Verbascum phlomoides × pulverulentum;Verbascum phlomoides × pulverulentum;Verbascum pulverulentum
Verbascum × lychnitidi-blattaria;Verbascum × lychnitidi-blattaria;NA
Verbascum chaixii × lychnitis;Verbascum chaixii × lychnitis;Verbascum chaixii
Verbascum chaixii × lychnitis;Verbascum chaixii × lychnitis;Verbascum lychnitis
Verbascum densiflorum × lychnitis;Verbascum densiflorum × lychnitis;Verbascum densiflorum
Verbascum densiflorum × lychnitis;Verbascum densiflorum × lychnitis;Verbascum lychnitis
Verbascum lychnitis × pulverulentum;Verbascum lychnitis × pulverulentum;Verbascum lychnitis
Verbascum lychnitis × pulverulentum;Verbascum lychnitis × pulverulentum;Verbascum pulverulentum
Verbascum phlomoides × phoeniceum;Verbascum phlomoides × phoeniceum;Verbascum phlomoides
Verbascum phlomoides × phoeniceum;Verbascum phlomoides × phoeniceum;Verbascum phoeniceum
Verbascum × semialbum;Verbascum × semialbum;NA
Verbascum lychnitis × thapsus;Verbascum lychnitis × thapsus;Verbascum lychnitis
Verbascum lychnitis × thapsus;Verbascum lychnitis × thapsus;Verbascum thapsus
Verbascum nigrum × phoeniceum;Verbascum nigrum × phoeniceum;Verbascum nigrum
Verbascum nigrum × phoeniceum;Verbascum nigrum × phoeniceum;Verbascum phoeniceum
Verbena × hybrida Voss;Verbena × hybrida Voss;NA
Veronica anagallis-aquatica × catenata;Veronica anagallis-aquatica × catenata;Veronica anagallis-aquatica
Veronica anagallis-aquatica × catenata;Veronica anagallis-aquatica × catenata;Veronica catenata
Veronica × prechtelsbaueri;Veronica × prechtelsbaueri;NA
Viola alba × hirta;Viola alba × hirta;Viola alba
Viola alba × hirta;Viola alba × hirta;Viola hirta
Viola alba × odorata;Viola alba × odorata;Viola alba
Viola alba × odorata;Viola alba × odorata;Viola odorata
Viola alba × reichenbachiana;Viola alba × reichenbachiana;Viola alba
Viola alba × reichenbachiana;Viola alba × reichenbachiana;Viola reichenbachiana
Viola arvensis × guestphalica;Viola arvensis × guestphalica;Viola arvensis
Viola arvensis × guestphalica;Viola arvensis × guestphalica;Viola guestphalica
Viola × borussica;Viola × borussica;NA
Viola × burnati;Viola × burnati;NA
Viola calaminaria × tricolor;Viola calaminaria × tricolor;Viola calaminaria
Viola calaminaria × tricolor;Viola calaminaria × tricolor;Viola tricolor
Viola canina × elatior;Viola canina × elatior;Viola canina
Viola canina × elatior;Viola canina × elatior;Viola elatior
Viola canina × montana;Viola canina × montana;Viola canina
Viola canina × montana;Viola canina × montana;Viola montana
Viola canina × rupestris;Viola canina × rupestris;Viola canina
Viola canina × rupestris;Viola canina × rupestris;Viola rupestris
Viola × einseleana F. W. Schultz;Viola × einseleana F. W. Schultz;NA
Viola collina × hirta;Viola collina × hirta;Viola collina
Viola collina × hirta;Viola collina × hirta;Viola hirta
Viola arvensis × tricolor;Viola arvensis × tricolor;Viola arvensis
Viola arvensis × tricolor;Viola arvensis × tricolor;Viola tricolor
Viola bavarica Schrank;Viola bavarica Schrank;NA
Viola × gerstlaueri;Viola × gerstlaueri;NA
Viola × gotlandica;Viola × gotlandica;NA
Viola × interjecta Borbás;Viola × interjecta Borbás;NA
Viola canina × riviniana;Viola canina × riviniana;Viola canina
Viola canina × riviniana;Viola canina × riviniana;Viola riviniana
Viola hirta × suavis;Viola hirta × suavis;Viola hirta
Viola hirta × suavis;Viola hirta × suavis;Viola suavis
Viola × merkensteinensis;Viola × merkensteinensis;NA
Viola × mixta Kern.;Viola × mixta Kern.;NA
Viola montana × riviana;Viola montana × riviana;Viola montana
Viola montana × riviana;Viola montana × riviana;Viola riviana
Viola × murbeckii;Viola × murbeckii;NA
Viola mirabilis × riviniana;Viola mirabilis × riviniana;Viola mirabilis
Viola mirabilis × riviniana;Viola mirabilis × riviniana;Viola riviniana
Viola × perplexa Gremli;Viola × perplexa Gremli;NA
Viola × pluricaulis Borbás;Viola × pluricaulis Borbás;NA
Viola × poelliana Murr.;Viola × poelliana Murr.;NA
Viola reichenbachiana × rupestris;Viola reichenbachiana × rupestris;Viola reichenbachiana
Viola reichenbachiana × rupestris;Viola reichenbachiana × rupestris;Viola rupestris
Viola canina × stagnina;Viola canina × stagnina;Viola canina
Viola canina × stagnina;Viola canina × stagnina;Viola stagnina
Viola scabra F. Braun;Viola scabra F. Braun;NA
Viola × semseyana;Viola × semseyana;NA
Viola × skofitziana;Viola × skofitziana;NA
Viola bavarica × canina;Viola bavarica × canina;Viola bavarica
Viola bavarica × canina;Viola bavarica × canina;Viola canina
Viola bavarica × mirabilis;Viola bavarica × mirabilis;Viola bavarica
Viola bavarica × mirabilis;Viola bavarica × mirabilis;Viola mirabilis
Viola odorata × suavis;Viola odorata × suavis;Viola odorata
Viola odorata × suavis;Viola odorata × suavis;Viola suavis
Viola wittrockiana Gams ex Nauenburg & Buttler;Viola wittrockiana Gams ex Nauenburg & Buttler;NA
Xanthium albinum × strumarium;Xanthium albinum × strumarium;Xanthium albinum
Xanthium albinum × strumarium;Xanthium albinum × strumarium;Xanthium strumarium
Geum × intermedium Ehrh.;Geum × intermedium Ehrh.;NA
Avena × vilis Wallr.;Avena × vilis Wallr.;NA
Callitriche cophocarpa × platycarpa Scop.;Callitriche cophocarpa × platycarpa Scop.;Callitriche cophocarpa
Callitriche cophocarpa × platycarpa Scop.;Callitriche cophocarpa × platycarpa Scop.;Callitriche platycarpa Scop.
Carex acuta × nigra;Carex acuta × nigra;Carex acuta
Carex acuta × nigra;Carex acuta × nigra;Carex nigra
Carex canescens × dioica;Carex canescens × dioica;Carex canescens
Carex canescens × dioica;Carex canescens × dioica;Carex dioica
Carex cespitosa × elata;Carex cespitosa × elata;Carex cespitosa
Carex cespitosa × elata;Carex cespitosa × elata;Carex elata
Carex cespitosa × nigra;Carex cespitosa × nigra;Carex cespitosa
Carex cespitosa × nigra;Carex cespitosa × nigra;Carex nigra
Carex elata × nigra;Carex elata × nigra;Carex elata
Carex elata × nigra;Carex elata × nigra;Carex nigra
Carex riparia × rostrata;Carex riparia × rostrata;Carex riparia
Carex riparia × rostrata;Carex riparia × rostrata;Carex rostrata
Carex rostrata × vesicaria;Carex rostrata × vesicaria;Carex rostrata
Carex rostrata × vesicaria;Carex rostrata × vesicaria;Carex vesicaria
Centaurea diffusa × stoebe;Centaurea diffusa × stoebe;Centaurea diffusa
Centaurea diffusa × stoebe;Centaurea diffusa × stoebe;Centaurea stoebe
Circaea alpina × lutetiana;Circaea alpina × lutetiana;Circaea alpina
Circaea alpina × lutetiana;Circaea alpina × lutetiana;Circaea lutetiana
Crataegus laevigata × monogyna;Crataegus laevigata × monogyna;Crataegus laevigata
Crataegus laevigata × monogyna;Crataegus laevigata × monogyna;Crataegus monogyna
Crataegus laevigata × rhipidophylla;Crataegus laevigata × rhipidophylla;Crataegus laevigata
Crataegus laevigata × rhipidophylla;Crataegus laevigata × rhipidophylla;Crataegus rhipidophylla
Crataegus monogyna × rhipidophylla;Crataegus monogyna × rhipidophylla;Crataegus monogyna
Crataegus monogyna × rhipidophylla;Crataegus monogyna × rhipidophylla;Crataegus rhipidophylla
Elymus athericus × repens;Elymus athericus × repens;Elymus athericus
Elymus athericus × repens;Elymus athericus × repens;Elymus repens
Elymus hispidus × repens;Elymus hispidus × repens;Elymus hispidus
Elymus hispidus × repens;Elymus hispidus × repens;Elymus repens
Elymus repens × Leymus arenarius;Elymus repens × Leymus arenarius;Elymus repens
Elymus repens × Leymus arenarius;Elymus repens × Leymus arenarius;Leymus arenarius
Equisetum arvense × fluviatile;Equisetum arvense × fluviatile;Equisetum arvense
Equisetum arvense × fluviatile;Equisetum arvense × fluviatile;Equisetum fluviatile
Equisetum fluviatile × palustre;Equisetum fluviatile × palustre;Equisetum fluviatile
Equisetum fluviatile × palustre;Equisetum fluviatile × palustre;Equisetum palustre
Equisetum hyemale × ramosissimum;Equisetum hyemale × ramosissimum;Equisetum hyemale
Equisetum hyemale × ramosissimum;Equisetum hyemale × ramosissimum;Equisetum ramosissimum
Equisetum hyemale × variegatum;Equisetum hyemale × variegatum;Equisetum hyemale
Equisetum hyemale × variegatum;Equisetum hyemale × variegatum;Equisetum variegatum
Equisetum palustre × telmateia;Equisetum palustre × telmateia;Equisetum palustre
Equisetum palustre × telmateia;Equisetum palustre × telmateia;Equisetum telmateia
Equisetum × font-queri Rothm.;Equisetum × font-queri Rothm.;NA
Fallopia japonica × sachalinensis;Fallopia japonica × sachalinensis;Fallopia japonica
Fallopia japonica × sachalinensis;Fallopia japonica × sachalinensis;Fallopia sachalinensis
Fragaria vesca × viridis;Fragaria vesca × viridis;Fragaria vesca
Fragaria vesca × viridis;Fragaria vesca × viridis;Fragaria viridis
Galium album × verum;Galium album × verum;Galium album
Galium album × verum;Galium album × verum;Galium verum
Hyacinthoides × massartiana Geerinck;Hyacinthoides × massartiana Geerinck;NA
Hypericum maculatum × perforatum;Hypericum maculatum × perforatum;Hypericum maculatum
Hypericum maculatum × perforatum;Hypericum maculatum × perforatum;Hypericum perforatum
Inula hirta × salicina;Inula hirta × salicina;Inula hirta
Inula hirta × salicina;Inula hirta × salicina;Inula salicina
Juncus acutiflorus × articulatus;Juncus acutiflorus × articulatus;Juncus acutiflorus
Juncus acutiflorus × articulatus;Juncus acutiflorus × articulatus;Juncus articulatus
Mentha aquatica × longifolia;Mentha aquatica × longifolia;Mentha aquatica
