NAMNR;taxonID;taxonName;taxonRank;isHybrid;taxonNameEdited;taxonNameEditedShort;taxonNameEditedAuthors;higherTaxonID;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;keep;remark;taxonNameForGSL;isAquatic
14594;floraweb:14594;Taraxacum longifrons G. E. Haglund;species;FALSE;Taraxacum longifrons G.E.Haglund;Taraxacum longifrons;G.E.Haglund;floraweb:7434;Taraxacum longifrons G.E.Haglund;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum longifrons;
14600;floraweb:14600;Taraxacum lunare M. P. Christ. ex M. P. Christ. & Wiinst.;species;FALSE;Taraxacum lunare M.P.Christ. ex M.P.Christ. & Wiinst.;Taraxacum lunare;M.P.Christ. ex M.P.Christ. & Wiinst.;floraweb:7434;Taraxacum lunare M.P.Christ.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum lunare;
14601;floraweb:14601;Taraxacum luteoviride M. P. Christ.;species;FALSE;Taraxacum luteoviride M.P.Christ.;Taraxacum luteoviride;M.P.Christ.;floraweb:7434;Taraxacum luteoviride M.P.Christ.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum luteoviride;
14602;floraweb:14602;Taraxacum macranthoides G. E. Haglund;species;FALSE;Taraxacum macranthoides G.E.Haglund;Taraxacum macranthoides;G.E.Haglund;floraweb:7434;Taraxacum macranthoides G.E.Haglund;Taraxacum sect. Taraxacum;15;13;1;;Taraxacum macranthoides;
14603;floraweb:14603;Taraxacum macrolobum Dahlst.;species;FALSE;Taraxacum macrolobum Dahlst.;Taraxacum macrolobum;Dahlst.;floraweb:7434;Taraxacum macrolobum Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum macrolobum;
14604;floraweb:14604;Taraxacum maculatum Jord.;species;FALSE;Taraxacum maculatum Jord.;Taraxacum maculatum;Jord.;floraweb:7434;Taraxacum maculatum Jord.;Taraxacum sect. Taraxacum;5;4;1;;Taraxacum maculatum;
14608;floraweb:14608;Taraxacum necessarium H. Øllg.;species;FALSE;Taraxacum necessarium H.Øllg.;Taraxacum necessarium;H.Øllg.;floraweb:7434;Taraxacum necessarium H.Øllg.;Taraxacum sect. Taraxacum;7;6;1;;Taraxacum necessarium;
14609;floraweb:14609;Taraxacum nitidum Hagend., Soest & Zevenb.;species;FALSE;Taraxacum nitidum Hagend., Soest & Zevenb.;Taraxacum nitidum;Hagend., Soest & Zevenb.;floraweb:7434;Taraxacum nitidum Hagend. & al.;Taraxacum sect. Taraxacum;3;1;1;;Taraxacum nitidum;
14616;floraweb:14616;Taraxacum obtusulum H. Lindb.;species;FALSE;Taraxacum obtusulum H.Lindb.;Taraxacum obtusulum;H.Lindb.;floraweb:7434;Taraxacum obtusulum H.Lindb.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum obtusulum;
14617;floraweb:14617;Taraxacum ochrochlorum G. E. Haglund;species;FALSE;Taraxacum ochrochlorum G.E.Haglund;Taraxacum ochrochlorum;G.E.Haglund;floraweb:7434;Taraxacum ochrochlorum G.E.Haglund;Taraxacum sect. Taraxacum;9;8;1;;Taraxacum ochrochlorum;
14618;floraweb:14618;Taraxacum ohlsenii G. E. Haglund;species;FALSE;Taraxacum ohlsenii G.E.Haglund;Taraxacum ohlsenii;G.E.Haglund;floraweb:7434;Taraxacum ohlsenii G.E.Haglund;Taraxacum sect. Taraxacum;40;38;1;;Taraxacum ohlsenii;
14619;floraweb:14619;Taraxacum oinopopodum Sahlin;species;FALSE;Taraxacum oinopopodum Sahlin;Taraxacum oinopopodum;Sahlin;floraweb:7434;Taraxacum oinopopodum Sahlin;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum oinopopodum;
14620;floraweb:14620;Taraxacum ostenfeldii Raunk.;species;FALSE;Taraxacum ostenfeldii Raunk.;Taraxacum ostenfeldii;Raunk.;floraweb:7434;Taraxacum ostenfeldii Raunk.;Taraxacum sect. Taraxacum;30;19;1;;Taraxacum ostenfeldii;
14622;floraweb:14622;Taraxacum pachymerum G. E. Haglund;species;FALSE;Taraxacum pachymerum G.E.Haglund;Taraxacum pachymerum;G.E.Haglund;floraweb:7434;Taraxacum pachymerum G.E.Haglund;Taraxacum sect. Taraxacum;1;0;0;outside final grid;Taraxacum pachymerum;
14623;floraweb:14623;Taraxacum pallescentiforme Soest;species;FALSE;Taraxacum pallescentiforme Soest;Taraxacum pallescentiforme;Soest;floraweb:7434;Taraxacum pallescentiforme Soest;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum pallescentiforme;
14625;floraweb:14625;Taraxacum pannulatiforme Dahlst.;species;FALSE;Taraxacum pannulatiforme Dahlst.;Taraxacum pannulatiforme;Dahlst.;floraweb:7434;Taraxacum pannulatiforme Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum pannulatiforme;
14627;floraweb:14627;Taraxacum paradoxachrum Soest;species;FALSE;Taraxacum paradoxachrum Soest;Taraxacum paradoxachrum;Soest;floraweb:7434;Taraxacum paradoxachrum Soest;Taraxacum sect. Taraxacum;3;2;1;;Taraxacum paradoxachrum;
14628;floraweb:14628;Taraxacum paucijugum Markl.;species;FALSE;Taraxacum paucijugum Markl.;Taraxacum paucijugum;Markl.;floraweb:7434;Taraxacum paucijugum Markl.;Taraxacum sect. Taraxacum;1;1;1;;Taraxacum paucijugum;
14629;floraweb:14629;Taraxacum pervalidum Rail.;species;FALSE;Taraxacum pervalidum Rail.;Taraxacum pervalidum;Rail.;floraweb:7434;Taraxacum pervalidum Rail.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum pervalidum;
14630;floraweb:14630;Taraxacum pittochromatum Sahlin;species;FALSE;Taraxacum pittochromatum Sahlin;Taraxacum pittochromatum;Sahlin;floraweb:7434;Taraxacum pittochromatum Sahlin;Taraxacum sect. Taraxacum;41;41;1;;Taraxacum pittochromatum;
14634;floraweb:14634;Taraxacum plicatiangulatum Rail.;species;FALSE;Taraxacum plicatiangulatum Rail.;Taraxacum plicatiangulatum;Rail.;floraweb:7434;Taraxacum plicatiangulatum Rail.;Taraxacum sect. Taraxacum;1;1;1;;Taraxacum plicatiangulatum;
14635;floraweb:14635;Taraxacum plicatifrons Saarsoo;species;FALSE;Taraxacum plicatifrons Saarsoo;Taraxacum plicatifrons;Saarsoo;floraweb:7434;Taraxacum plicatifrons Saarsoo;Taraxacum sect. Taraxacum;3;2;1;;Taraxacum plicatifrons;
14637;floraweb:14637;Taraxacum porrigens Markl. ex Puol.;species;FALSE;Taraxacum porrigens Markl. ex Puol.;Taraxacum porrigens;Markl. ex Puol.;floraweb:7434;Taraxacum porrigens Markl. ex Puol.;Taraxacum sect. Taraxacum;2;1;1;;Taraxacum porrigens;
14638;floraweb:14638;Taraxacum praeradians Dahlst.;species;FALSE;Taraxacum praeradians Dahlst.;Taraxacum praeradians;Dahlst.;floraweb:7434;Taraxacum praeradians Dahlst.;Taraxacum sect. Taraxacum;3;3;1;;Taraxacum praeradians;
14639;floraweb:14639;Taraxacum procerisquameum H. Øllg.;species;FALSE;Taraxacum procerisquameum H.Øllg.;Taraxacum procerisquameum;H.Øllg.;floraweb:7434;Taraxacum procerisquameum H.Øllg.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum procerisquameum;
14640;floraweb:14640;Taraxacum procerum G. E. Haglund;species;FALSE;Taraxacum procerum G.E.Haglund;Taraxacum procerum;G.E.Haglund;floraweb:7434;Taraxacum procerum G.E.Haglund;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum procerum;
14641;floraweb:14641;Taraxacum pseudoretroflexum M. P. Christ.;species;FALSE;Taraxacum pseudoretroflexum M.P.Christ.;Taraxacum pseudoretroflexum;M.P.Christ.;floraweb:7434;Taraxacum pseudoretroflexum M.P.Christ.;Taraxacum sect. Taraxacum;14;11;1;;Taraxacum pseudoretroflexum;
14642;floraweb:14642;Taraxacum pulcherrimum H. Lindb.;species;FALSE;Taraxacum pulcherrimum H.Lindb.;Taraxacum pulcherrimum;H.Lindb.;floraweb:7434;Taraxacum pulcherrimum H.Lindb.;Taraxacum sect. Taraxacum;11;10;1;;Taraxacum pulcherrimum;
14644;floraweb:14644;Taraxacum pulverulentum H. Øllg.;species;FALSE;Taraxacum pulverulentum H.Øllg.;Taraxacum pulverulentum;H.Øllg.;floraweb:7434;Taraxacum pulverulentum H.Øllg.;Taraxacum sect. Taraxacum;2;1;1;;Taraxacum pulverulentum;
14645;floraweb:14645;Taraxacum purpureum Raunk.;species;FALSE;Taraxacum purpureum Raunk.;Taraxacum purpureum;Raunk.;floraweb:7434;Taraxacum purpureum Raunk.;Taraxacum sect. Taraxacum;3;1;1;;Taraxacum purpureum;
14648;floraweb:14648;Taraxacum recessum Hagend., Soest & Zevenb.;species;FALSE;Taraxacum recessum Hagend., Soest & Zevenb.;Taraxacum recessum;Hagend., Soest & Zevenb.;floraweb:7434;Taraxacum recessum Hagend. & al.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum recessum;
14649;floraweb:14649;Taraxacum recurvum Dahlst.;species;FALSE;Taraxacum recurvum Dahlst.;Taraxacum recurvum;Dahlst.;floraweb:7434;Taraxacum recurvum Dahlst.;Taraxacum sect. Taraxacum;1;1;1;;Taraxacum recurvum;
14653;floraweb:14653;Taraxacum undulatiflorum M. P. Christ.;species;FALSE;Taraxacum undulatiflorum M.P.Christ.;Taraxacum undulatiflorum;M.P.Christ.;floraweb:7434;Taraxacum undulatiflorum M.P.Christ.;Taraxacum sect. Taraxacum;15;15;1;;Taraxacum undulatiflorum;
14654;floraweb:14654;Taraxacum unguifrons Hagend., Soest & Zevenb.;species;FALSE;Taraxacum unguifrons Hagend., Soest & Zevenb.;Taraxacum unguifrons;Hagend., Soest & Zevenb.;floraweb:7434;Taraxacum unguifrons Hagend. & al.;Taraxacum sect. Taraxacum;2;0;0;outside final grid;Taraxacum unguifrons;
14655;floraweb:14655;Taraxacum uniforme H. Øllg.;species;FALSE;Taraxacum uniforme H.Øllg.;Taraxacum uniforme;H.Øllg.;floraweb:7434;Taraxacum uniforme H.Øllg.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum uniforme;
14657;floraweb:14657;Taraxacum violaceipetiolatum Rail.;species;FALSE;Taraxacum violaceipetiolatum Rail.;Taraxacum violaceipetiolatum;Rail.;floraweb:7434;Taraxacum violaceipetiolatum Rail.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum violaceipetiolatum;
14658;floraweb:14658;Taraxacum virellum G. E. Haglund ex Sahlin;species;FALSE;Taraxacum virellum G.E.Haglund ex Sahlin;Taraxacum virellum;G.E.Haglund ex Sahlin;floraweb:7434;Taraxacum virellum G.E.Haglund ex Sahlin;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum virellum;
14662;floraweb:14662;Taraxacum sahlinii Rail.;species;FALSE;Taraxacum sahlinii Rail.;Taraxacum sahlinii;Rail.;floraweb:7434;Taraxacum sahlinii Rail.;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum sahlinii;
14663;floraweb:14663;Taraxacum saxenii Markl.;species;FALSE;Taraxacum saxenii Markl.;Taraxacum saxenii;Markl.;floraweb:7434;Taraxacum saxenii Markl.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum saxenii;
14664;floraweb:14664;Taraxacum scotiniforme Dahlst. ex G. E. Haglund;species;FALSE;Taraxacum scotiniforme Dahlst. ex G.E.Haglund;Taraxacum scotiniforme;Dahlst. ex G.E.Haglund;floraweb:7434;Taraxacum scotiniforme Dahlst. ex G.E.Haglund;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum scotiniforme;
14666;floraweb:14666;Taraxacum selenoides Sahlin;species;FALSE;Taraxacum selenoides Sahlin;Taraxacum selenoides;Sahlin;floraweb:7434;Taraxacum selenoides Sahlin;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum selenoides;
14667;floraweb:14667;Taraxacum scotinum Dahlst.;species;FALSE;Taraxacum scotinum Dahlst.;Taraxacum scotinum;Dahlst.;floraweb:7434;Taraxacum scotinum Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum scotinum;
14669;floraweb:14669;Taraxacum semicurvatum H. Øllg.;species;FALSE;Taraxacum semicurvatum H.Øllg.;Taraxacum semicurvatum;H.Øllg.;floraweb:7434;Taraxacum semicurvatum H.Øllg.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum semicurvatum;
14673;floraweb:14673;Taraxacum sphenolobum G. E. Haglund;species;FALSE;Taraxacum sphenolobum G.E.Haglund;Taraxacum sphenolobum;G.E.Haglund;floraweb:7434;Taraxacum sphenolobum G.E.Haglund;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum sphenolobum;
14674;floraweb:14674;Taraxacum staturale Rail.;species;FALSE;Taraxacum staturale Rail.;Taraxacum staturale;Rail.;floraweb:7434;Taraxacum staturale Rail.;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum staturale;
14675;floraweb:14675;Taraxacum subarmatum Hagend., Soest & Zevenb.;species;FALSE;Taraxacum subarmatum Hagend., Soest & Zevenb.;Taraxacum subarmatum;Hagend., Soest & Zevenb.;floraweb:7434;Taraxacum subarmatum Hagend. & al.;Taraxacum sect. Taraxacum;6;5;1;;Taraxacum subarmatum;
14677;floraweb:14677;Taraxacum subdahlstedtii M. P. Christ.;species;FALSE;Taraxacum subdahlstedtii M.P.Christ.;Taraxacum subdahlstedtii;M.P.Christ.;floraweb:7434;Taraxacum subdahlstedtii M.P.Christ.;Taraxacum sect. Taraxacum;6;4;1;;Taraxacum subdahlstedtii;
14680;floraweb:14680;Taraxacum subleucopodum M. P. Christ.;species;FALSE;Taraxacum subleucopodum M.P.Christ.;Taraxacum subleucopodum;M.P.Christ.;floraweb:7434;Taraxacum subleucopodum M.P.Christ.;Taraxacum sect. Taraxacum;8;4;1;;Taraxacum subleucopodum;
14682;floraweb:14682;Taraxacum subserratifrons Saarsoo;species;FALSE;Taraxacum subserratifrons Saarsoo;Taraxacum subserratifrons;Saarsoo;floraweb:14682;Taraxacum subserratifrons Saarsoo;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum subserratifrons;
14686;floraweb:14686;Taraxacum symphorilobum G. E. Haglund;species;FALSE;Taraxacum symphorilobum G.E.Haglund;Taraxacum symphorilobum;G.E.Haglund;floraweb:7434;Taraxacum symphorilobum G.E.Haglund;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum symphorilobum;
14690;floraweb:14690;Taraxacum trigonum M. P. Christ.;species;FALSE;Taraxacum trigonum M.P.Christ.;Taraxacum trigonum;M.P.Christ.;floraweb:7434;Taraxacum trigonum M.P.Christ.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum trigonum;
14691;floraweb:14691;Taraxacum tumentilobum Markl. ex Puol.;species;FALSE;Taraxacum tumentilobum Markl. ex Puol.;Taraxacum tumentilobum;Markl. ex Puol.;floraweb:7434;Taraxacum tumentilobum Markl. ex Puol.;Taraxacum sect. Taraxacum;3;3;1;;Taraxacum tumentilobum;
14693;floraweb:14693;Taraxacum vanum H. Øllg.;species;FALSE;Taraxacum vanum H.Øllg.;Taraxacum vanum;H.Øllg.;floraweb:7434;Taraxacum vanum H.Øllg.;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum vanum;
14969;floraweb:14969;Taraxacum crassum H. Øllg. & Trávn.;species;FALSE;Taraxacum crassum H.Øllg. & Trávn.;Taraxacum crassum;H.Øllg. & Trávn.;floraweb:7434;Taraxacum crassum H.Øllg. & Trávn.;Taraxacum sect. Taraxacum;45;45;1;;Taraxacum crassum;
14971;floraweb:14971;Taraxacum gentile G. E. Haglund ex Rail.;species;FALSE;Taraxacum gentile G.E.Haglund ex Rail.;Taraxacum gentile;G.E.Haglund ex Rail.;floraweb:7434;Taraxacum gentile G.E.Haglund & Rail.;Taraxacum sect. Taraxacum;84;80;1;;Taraxacum gentile;
14973;floraweb:14973;Taraxacum leptoscelum H. Øllg.;species;FALSE;Taraxacum leptoscelum H.Øllg.;Taraxacum leptoscelum;H.Øllg.;floraweb:7434;Taraxacum leptoscelum H.Øllg.;Taraxacum sect. Taraxacum;10;10;1;;Taraxacum leptoscelum;
14975;floraweb:14975;Taraxacum sertatum Kirschner, H. Øllg. & Štěpánek;species;FALSE;Taraxacum sertatum Kirschner, H.Øllg. & Štěpánek;Taraxacum sertatum;Kirschner, H.Øllg. & Štěpánek;floraweb:7434;Taraxacum sertatum Kirschner & al.;Taraxacum sect. Taraxacum;48;43;1;;Taraxacum sertatum;
15024;floraweb:15024;Taraxacum flavostylum R. G. Bäck;species;FALSE;Taraxacum flavostylum R.G.Bäck;Taraxacum flavostylum;R.G.Bäck;floraweb:7434;Taraxacum flavostylum R.G.Bäck;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum flavostylum;
15025;floraweb:15025;Taraxacum violaceinervosum Rail.;species;FALSE;Taraxacum violaceinervosum Rail.;Taraxacum violaceinervosum;Rail.;floraweb:7434;Taraxacum violaceinervosum Rail.;Taraxacum sect. Taraxacum;1;1;1;;Taraxacum violaceinervosum;
25424;floraweb:25424;Taraxacum aequilobum Dahlst.;species;FALSE;Taraxacum aequilobum Dahlst.;Taraxacum aequilobum;Dahlst.;floraweb:7434;Taraxacum aequilobium Dahlst.;Taraxacum sect. Taraxacum;39;37;1;;Taraxacum aequilobum;
25425;floraweb:25425;Taraxacum alatum H. Lindb.;species;FALSE;Taraxacum alatum H.Lindb.;Taraxacum alatum;H.Lindb.;floraweb:7434;Taraxacum alatum H.Lindb.;Taraxacum sect. Taraxacum;120;111;1;;Taraxacum alatum;
25428;floraweb:25428;Taraxacum angustisquameum Dahlst. ex H. Lindb.;species;FALSE;Taraxacum angustisquameum Dahlst. ex H.Lindb.;Taraxacum angustisquameum;Dahlst. ex H.Lindb.;floraweb:7434;Taraxacum angustisquameum Dahlst. ex H.Lindb.;Taraxacum sect. Taraxacum;26;22;1;;Taraxacum angustisquameum;
25440;floraweb:25440;Taraxacum caloschistum Dahlst.;species;FALSE;Taraxacum caloschistum Dahlst.;Taraxacum caloschistum;Dahlst.;floraweb:7434;Taraxacum caloschistum Dahlst.;Taraxacum sect. Taraxacum;10;10;1;;Taraxacum caloschistum;
25446;floraweb:25446;Taraxacum cordatum Palmgr.;species;FALSE;Taraxacum cordatum Palmgr.;Taraxacum cordatum;Palmgr.;floraweb:7434;Taraxacum cordatum Palmgr.;Taraxacum sect. Taraxacum;62;53;1;;Taraxacum cordatum;
25449;floraweb:25449;Taraxacum cyanolepis Dahlst.;species;FALSE;Taraxacum cyanolepis Dahlst.;Taraxacum cyanolepis;Dahlst.;floraweb:7434;Taraxacum cyanolepis Dahlst.;Taraxacum sect. Taraxacum;55;51;1;;Taraxacum cyanolepis;
25453;floraweb:25453;Taraxacum dilaceratum M. P. Christ.;species;FALSE;Taraxacum dilaceratum M.P.Christ.;Taraxacum dilaceratum;M.P.Christ.;floraweb:7434;Taraxacum dilaceratum M.P.Christ.;Taraxacum sect. Taraxacum;7;4;1;;Taraxacum dilaceratum;
25454;floraweb:25454;Taraxacum dilatatum H. Lindb.;species;FALSE;Taraxacum dilatatum H.Lindb.;Taraxacum dilatatum;H.Lindb.;floraweb:7434;Taraxacum dilatatum H.Lindb.;Taraxacum sect. Taraxacum;4;1;1;;Taraxacum dilatatum;
25460;floraweb:25460;Taraxacum ekmanii Dahlst.;species;FALSE;Taraxacum ekmanii Dahlst.;Taraxacum ekmanii;Dahlst.;floraweb:7434;Taraxacum ekmanii Dahlst.;Taraxacum sect. Taraxacum;74;66;1;;Taraxacum ekmanii;
25463;floraweb:25463;Taraxacum fasciatum Dahlst.;species;FALSE;Taraxacum fasciatum Dahlst.;Taraxacum fasciatum;Dahlst.;floraweb:7434;Taraxacum fasciatum Dahlst.;Taraxacum sect. Taraxacum;56;53;1;;Taraxacum fasciatum;
25464;floraweb:25464;Taraxacum florstroemii Markl.;species;FALSE;Taraxacum florstroemii Markl.;Taraxacum florstroemii;Markl.;floraweb:7434;Taraxacum florstroemii Markl.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum florstroemii;
25470;floraweb:25470;Taraxacum gibberum Markl.;species;FALSE;Taraxacum gibberum Markl.;Taraxacum gibberum;Markl.;floraweb:7434;Taraxacum gibberum Markl.;Taraxacum sect. Taraxacum;1;0;0;outside final grid;Taraxacum gibberum;
25472;floraweb:25472;Taraxacum haematicum G. E. Haglund ex H. Øllg. & Wittzell;species;FALSE;Taraxacum haematicum G.E.Haglund ex H.Øllg. & Wittzell;Taraxacum haematicum;G.E.Haglund ex H.Øllg. & Wittzell;floraweb:7434;Taraxacum haematicum H.Øllg. & Wittzell;Taraxacum sect. Taraxacum;48;28;1;;Taraxacum haematicum;
25481;floraweb:25481;Taraxacum insigne Ekman ex M. P. Christ. & Wiinst.;species;FALSE;Taraxacum insigne Ekman ex M.P.Christ. & Wiinst.;Taraxacum insigne;Ekman ex M.P.Christ. & Wiinst.;floraweb:7434;Taraxacum insigne M.P.Christ. & Wiinst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum insigne;
25485;floraweb:25485;Taraxacum kjellmanii Dahlst.;species;FALSE;Taraxacum kjellmanii Dahlst.;Taraxacum kjellmanii;Dahlst.;floraweb:7434;Taraxacum kjellmanii Dahlst.;Taraxacum sect. Taraxacum;1;0;0;outside final grid;Taraxacum kjellmanii;
25487;floraweb:25487;Taraxacum laciniosifrons Wiinst. ex M. P. Christ. & Wiinst.;species;FALSE;Taraxacum laciniosifrons Wiinst. ex M.P.Christ. & Wiinst.;Taraxacum laciniosifrons;Wiinst. ex M.P.Christ. & Wiinst.;floraweb:7434;Taraxacum laciniosifrons Dahlst. ex Wiinst.;Taraxacum sect. Taraxacum;12;8;1;;Taraxacum laciniosifrons;
25489;floraweb:25489;Taraxacum laeticolor Dahlst.;species;FALSE;Taraxacum laeticolor Dahlst.;Taraxacum laeticolor;Dahlst.;floraweb:7434;Taraxacum laeticolor Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum laeticolor;
25493;floraweb:25493;Taraxacum leptodon Markl.;species;FALSE;Taraxacum leptodon Markl.;Taraxacum leptodon;Markl.;floraweb:7434;Taraxacum leptodon Markl.;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum leptodon;
25496;floraweb:25496;Taraxacum linguatum Dahlst. ex M. P. Christ. & Wiinst.;species;FALSE;Taraxacum linguatum Dahlst. ex M.P.Christ. & Wiinst.;Taraxacum linguatum;Dahlst. ex M.P.Christ. & Wiinst.;floraweb:7434;Taraxacum subexpallidum Dahlst.;Taraxacum sect. Taraxacum;16;16;1;;Taraxacum linguatum;
25497;floraweb:25497;Taraxacum lingulatum Markl.;species;FALSE;Taraxacum lingulatum Markl.;Taraxacum lingulatum;Markl.;floraweb:7434;Taraxacum lingulatum Markl.;Taraxacum sect. Taraxacum;14;7;1;;Taraxacum lingulatum;
25499;floraweb:25499;Taraxacum longisquameum H. Lindb.;species;FALSE;Taraxacum longisquameum H.Lindb.;Taraxacum longisquameum;H.Lindb.;floraweb:7434;Taraxacum longisquameum H.Lindb.;Taraxacum sect. Taraxacum;1;0;0;outside final grid;Taraxacum longisquameum;
25500;floraweb:25500;Taraxacum lucidum Dahlst.;species;FALSE;Taraxacum lucidum Dahlst.;Taraxacum lucidum;Dahlst.;floraweb:7434;Taraxacum lucidum Dahlst.;Taraxacum sect. Taraxacum;74;70;1;;Taraxacum lucidum;
25505;floraweb:25505;Taraxacum mimulum Dahlst. ex H. Lindb.;species;FALSE;Taraxacum mimulum Dahlst. ex H.Lindb.;Taraxacum mimulum;Dahlst. ex H.Lindb.;floraweb:7434;Taraxacum mimulum Dahlst. ex H.Lindb.;Taraxacum sect. Taraxacum;7;6;1;;Taraxacum mimulum;
25509;floraweb:25509;Taraxacum obliquilobum Dahlst.;species;FALSE;Taraxacum obliquilobum Dahlst.;Taraxacum obliquilobum;Dahlst.;floraweb:7434;Taraxacum obliquilobum Dahlst.;Taraxacum sect. Taraxacum;7;6;1;;Taraxacum obliquilobum;
25511;floraweb:25511;Taraxacum pachylobum Dahlst.;species;FALSE;Taraxacum pachylobum Dahlst.;Taraxacum pachylobum;Dahlst.;floraweb:7434;Taraxacum pachylobum Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum pachylobum;
25512;floraweb:25512;Taraxacum pallescens Dahlst.;species;FALSE;Taraxacum pallescens Dahlst.;Taraxacum pallescens;Dahlst.;floraweb:7434;Taraxacum pallescens Dahlst.;Taraxacum sect. Taraxacum;5;4;1;;Taraxacum pallescens;
25513;floraweb:25513;Taraxacum pallidulum H. Lindb.;species;FALSE;Taraxacum pallidulum H.Lindb.;Taraxacum pallidulum;H.Lindb.;floraweb:7434;Taraxacum pallidulum H.Lindb. & H.Lindb.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum pallidulum;
25516;floraweb:25516;Taraxacum pannulatum Dahlst.;species;FALSE;Taraxacum pannulatum Dahlst.;Taraxacum pannulatum;Dahlst.;floraweb:7434;Taraxacum pannulatum Dahlst.;Taraxacum sect. Taraxacum;2;0;0;outside final grid;Taraxacum pannulatum;
25519;floraweb:25519;Taraxacum pectinatiforme H. Lindb.;species;FALSE;Taraxacum pectinatiforme H.Lindb.;Taraxacum pectinatiforme;H.Lindb.;floraweb:7434;Taraxacum pectinatiforme H.Lindb.;Taraxacum sect. Taraxacum;31;28;1;;Taraxacum pectinatiforme;
25522;floraweb:25522;Taraxacum piceatum Dahlst.;species;FALSE;Taraxacum piceatum Dahlst.;Taraxacum piceatum;Dahlst.;floraweb:7434;Taraxacum piceatum Dahlst.;Taraxacum sect. Taraxacum;72;68;1;;Taraxacum piceatum;
25526;floraweb:25526;Taraxacum polyodon Dahlst.;species;FALSE;Taraxacum polyodon Dahlst.;Taraxacum polyodon;Dahlst.;floraweb:7434;Taraxacum polyodon Dahlst.;Taraxacum sect. Taraxacum;45;38;1;;Taraxacum polyodon;
25528;floraweb:25528;Taraxacum privum Dahlst.;species;FALSE;Taraxacum privum Dahlst.;Taraxacum privum;Dahlst.;floraweb:7434;Taraxacum privum Dahlst.;Taraxacum sect. Taraxacum;4;1;1;;Taraxacum privum;
25533;floraweb:25533;Taraxacum pycnolobum Dahlst.;species;FALSE;Taraxacum pycnolobum Dahlst.;Taraxacum pycnolobum;Dahlst.;floraweb:7434;Taraxacum pycnolobum Dahlst.;Taraxacum sect. Taraxacum;0;0;0;no data;Taraxacum pycnolobum;
25537;floraweb:25537;Taraxacum retroflexum H. Lindb.;species;FALSE;Taraxacum retroflexum H.Lindb.;Taraxacum retroflexum;H.Lindb.;floraweb:7434;Taraxacum retroflexum H.Lindb.;Taraxacum sect. Taraxacum;2;2;1;;Taraxacum retroflexum;
25539;floraweb:25539;Taraxacum rhodopodum Dahlst. ex M. P. Christ. & Wiinst.;species;FALSE;Taraxacum rhodopodum Dahlst. ex M.P.Christ. & Wiinst.;Taraxacum rhodopodum;Dahlst. ex M.P.Christ. & Wiinst.;floraweb:7434;Taraxacum rhodopodum Dahlst. ex M.P.Christ. & Wiinst.;Taraxacum sect. Taraxacum;9;7;1;;Taraxacum rhodopodum;
25542;floraweb:25542;Taraxacum rubrisquameum M. P. Christ.;species;FALSE;Taraxacum rubrisquameum M.P.Christ.;Taraxacum rubrisquameum;M.P.Christ.;floraweb:7434;Taraxacum rubrisquameum M.P.Christ.;Taraxacum sect. Taraxacum;2;0;0;outside final grid;Taraxacum rubrisquameum;
